sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_isle_0,no_spp_isle_1,no_spp_isle_2,no_spp_isle_3,no_spp_isle_4,no_spp_isle_5,no_spp_isle_6,no_spp_isle_7,no_spp_isle_8,no_spp_isle_9,no_spp_isle_10,no_spp_isle_11,no_spp_isle_12,no_spp_isle_13,no_spp_isle_14,no_spp_isle_15,presence_absence_matrix_cols_isles_concatenated
23,49,16,10,9,4,5,5,6,4,6,3,4,3,10,11,11,10,12,12,13,13,14,17,23,24,23,32,32,31,paaaaaaaapaaapaaaapaaaapaaaaapaaapaaaaapaapaaapaaapaaaaaaapaaapaaaapaaaapaaaaaapaaapaaaappapaaapaaaapaaaaaappaaapaaaapaaapaaaaaaapaaapaaapaapaaaapaaapaaaaaaaapapaaaaapaaapaaaaaapaaaaapaapaaapaaapaaaapaaaaaapaapapaapaaaappaaaaaapaapaaaapaapaaapaaaaaappaaapaaapapaapaaaapaaaaapaaaaaapaaapaapaapaaaapaapaaapaaaaappapaaaapapaaaapaapaaaaapaaaapapaaaapapaaaapapapapaapaaaapaaaaaaaapaaapaapaapaaaaapaaaapaaaapapapapaappaaapaaaaaapaaaaaapapaapaappaapppppaaaapapapapaappaaapaaaaapaaapaaaaaapapaaapaaappppppaapppapapapppaaapapaaaapapaaaapapapapaapaaapppppppapapapppaappppapaapaapaaapaaaaapaapaappaappppppaaapppapppapppaaapapapaapaaaaapaapaapaaapaapppppppaapppppppappppaapppppppaaaaapppppaapaaapaapappppppapppappppppppappapppppaaapaapaapaapapappappppppppppppapppppppppapappappaaapaapaapaapaaapaa
24,48,16,10,6,9,7,4,7,2,3,3,3,4,10,10,10,11,12,11,13,12,17,18,18,23,33,27,30,33,paaaaapaaaaaaaapaaaaaapaaapaaaaaapapaapaapaapaaaapaaaaapaaaaaaapaaaaaapaaaapaaaaapaapapaaapaapaaapaaaaaapaaaaaaapaaaaapaaaaapaaaapapaaapapaaapaaapaaaapaaaaaaaaapaaaaapaaaaappaaapapaaapapaaaapaappaaapaapaaaaaapaaaaapaaaaapaaaaappaapaapaaapaapaaaaaaaaapaaaapaaaaaapaaaaapapaapaaappaaapaapaaappaaapaaaaaaaappaaaaapaaaaappaaapaaappaapaaapaapapaaapaaaaaaaapaaaaaapaaaaapaaaapaapapaapaapaapppapaappaaaaaaappaaaaapaaapapappapapaaapapaaapaapppaaappapppaaapaaaaaapaaaappapaapapaapaapaaapaapppaaapaapppaaappaaaaapaaaappapaapaaappaapaaapaapppapappppppaaappaaaaappaapppapaapapaaapapaaapaappppaappppppppappppaaapppappppppapapappaapapapappppaapppppppppappaapaapaaapppappapapaapaapaappaappppaapppppppppppaaaaapaaapppappppappappapaaapapppppapppppppppappaapppppapppppppapapaaapppaaapaa
25,67,16,10,7,12,11,9,8,5,4,2,5,4,10,10,11,13,13,11,15,15,20,24,28,29,32,37,42,48,paaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaapaaaapaaapapaaaapaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaapaaaapaapapaaaapaaaaapaaaapapaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaapaaapaapaapaaapaaaapapaaapaaaaaaaaaaaaapaaaaaaaaaaappaaaapapaaaaaaaapaapaapapaaaapaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaapappaaaaapaaaapaapaappaapaaaaaapaaapaaaaaaaaaaapaaaaaaaaaapaaapaaaapaaaaaaapaaaaaapaappaaaapaaappapaaapaaaaaaaaaaaaapaaaaaaaappaapaaaapaaapaaaapaaaaapaappaaaapaaaapaaaaappaapaaaaaaappapaaaaaaapaaaaaaaapapaaaaapaaaaapaaapaaapapaaaapapaaapppaapaaaaaappaaaaaaaaapappaaaaapppaapaapaaaaaapaappaaaapaaaapapaaapppappaaaaaapppaaaaaaaaappppaaaappppapaapaaaaapaapaaaapapaaaapppaaaaappppppaaaapppapaaaaaaapapppaaapppapaaaappaaaapapaaapaaappappppaaappapppapppaappaaaaaaaaapppppaaaapppaaaaaapapaaapappaaaappaaaappppaappppppaaaaaapppaappaaaapppppapaappaappaaaaaapappaapaaaapppaapppppaapppppppppapapppaaapaaaapppppppaapppapaaapaaaaappapaaaapaapapppppapappppppappaaapppppppppaapppppaapppppppaaaapaaaapappppaapapaaapppppapppppppppppappppaappapppppppppppapppppappaapaaapaaapppppapaaa
26,49,16,10,6,6,5,5,3,6,6,4,4,4,10,10,10,10,10,12,12,12,15,18,21,22,25,30,27,35,paaaaapaaaaapaaaapaaaapaapaaaaapaaaaapaaapaaapaaapaaaaaapaaaapaaaaapaaapaaapaaaaapaaaapaaapaaapaaapaaaaapaaaaaapaaaapaaapaaaapaaaaapaaapaaaapaaapaapaaaaapaaaaapaaaapaaaapaaaapaaaapaaaapaaapaaaaapapaaaaaaapaaaaapaaaapaapaaaapaaaaaapaapaaaapaaaapappaaaaaapaaapaaaaaaapapaaaapaaappaaaaapaapaaapaaapaaaaapaaaaapappaaaapapaaaapaaapaaaaapaaapaaaaaappaaaaapapaaaaapaaaaapapaaaapaaapaaaaaaapaaapapapapaaaaapaaaaapappaapppappaaapaaaaapaaaapaapaaapaaapppaaapppaaapapaaapppappaaapaaapaaaaapaaapaaaaapapppaaapppppappppaapapappaaapaaapaaaaapaaaapaaaapapppaaappppaappppaapppappaaapaaaapaaaaaapappaaaapapppaaapppppapappappppappaaapaaapapaaaapaappaapapappppppppppaappppaapppappppapppaaaaapppaaappaaaapappppaapppppappppappppappaaapaappaaaaapaaappaapapappppaappppppppppppppppppppapapapapaaapaapppappaap
27,46,16,10,6,6,6,6,6,4,3,4,3,2,10,10,11,10,13,10,16,20,18,19,23,27,26,32,28,35,paaaaapaaaaapaaaaapaaaaapaaaaapaaapaapaaapaapaapaaaapaaaaapaaaaaapaaaapaaaaaapaaapapaaapaaapaapaaaapaaaappaaaaaapaaaapaaaaapaaapaapaapaaappaaaaaaapaaapaaaaapaaaaapaaaaaaapaapaaapapaaapaapaaapaapaaaapaaapaapaappaaaapaaaapaapaapaaapaapaaaaaapaaaapaaapaaaaaapaaaaapaapaapaaapaaapppapaapappaapaaaaaaappaapaaaaaaaapapaapappaaapppppaappaaaapppaaapappaapppaaaaapaapapaaaapapaaaappapaapaappapaaaappaapppaaaappaapapaaapaaappppaaapppaaapaapaapapapaapapaaaapaapppaaapaapappppaappapaapppaaaappapapppapaaapaapapaaapapapppppaappppaapppppappppaappppaaappaaapapaapaaapppppaapappaappppaappppaappppaapaapapappaapaaappppppapppppapppppappppapppppaaaappappppaapaaapppppaappppaapppppapppppappppaaaaapapaapaaaapppppppapppppapppppppppppppppppppaappappapaapaaap
28,52,16,10,9,7,4,8,7,3,8,2,3,1,10,10,10,11,13,11,11,15,18,16,17,24,20,24,27,33,paaaaaaaapaaaaaapaaapaaaaaaapaaaaaapaapaaaaaaapapaappaaaaaaaaapaaaaaapaaapaaaaaapaaaaaapaaapaaaaaaappaappaaaaaaaaapaaaaaaapapaaaaaaapaaaaaapaaaapaaaaapapaappaaaaaaaaappaaaaaapaapaaaaaapaaaaaaapaaaapaaaapapaapapaaaaaaapaaaaaaappaaapaaaaappaaaaapaaaappaaaaappaapaapaaaaaapaaaaaaapaaapaaaaaapapaaaaaapaaaapaaapaapapaappaaaaaapaaaaaapaaapaaaaaapaaaaaapaaapaaaaaaappaappapaaaaaappaaaaaappappapaaaapaaaaaapaapaaaaaaapapaappaaaaaaaapppaaaaappappaaaaaapppaaaaaappaapapaapapaappapppaaaaapaaaaaappappaaaaaappaaaaaaappaaaaaaapapaappapaapaaappapaaaappappaaaaaappaaaaapaaapaaaaaapapaappapppapaappappaaappappaaaaaappapaaappppaaaaaaapppaappapapappappaaapaappappaapaaappaaaaapaaaapaaaaapapaappapppaapappapaaaappappaappaapppppaapaaaapaaaaapaaapppapppapapppppaaaappapppaaapappaapaapaaaapaaapppppaappapppappapppppppapppppaaaapppppaappppapapaaaaapppaap
29,55,16,10,6,4,6,11,11,3,3,5,3,3,10,10,11,11,11,11,15,17,14,21,21,30,30,36,39,38,paaaaapaaapaaaaapaaaaaaaaaapaaaaaaaaaapaapaapaaaapaapaaapaaaapaaapaaaaaapaaaaaaaaaapaaaaaaaaapaaapapaaaapaapaapaaaaappaaapaaaaaapaaaaaaaaapaaaaaaaaaapaaapapaaapaaapapaaaaapaaapaaaaaaaapaaaaaaaaappaaaaaaaapaaappaaaaapapaapaaaaapaaaaapaaaaaappaaaaaapaaaaaaaaaaapaaappaaaapaapaapaaaaapaaapapaaaaaaapaaaaaaaaaapaaaaaapaaaapaapaaaapaapppaaaapaaapaaaaapaappaaaaaapappaaaaaaapaaaapaaapapaapaappaaaappaapaapaaapapppaaaaaaapapaaaaaaapaaapaaapapaapaapaaaaappaapaaaaaaaappapaaaapaaapaaaaaapaaaappaaaapaapaapppaaapaaapappaappappppaaaapapapaaaaaapaaaapaapaapaaapappppaapaaapppaaapaappppaaaapaappaaaaaapaaapapaaaapaapaapppapapapapapppappapppapaaappapppaaaaappaaappaaapppappapppapappaapppppappappppaaaapppppppaaaaaapaappaaaapaappappppaapppapapppappappppapaapppppppppaapaaaappaappppappapppppapppppapppappappppappppppppppapppppaapppaaaapaapaappppappppapppppppppppppapaappppppppaapapaappaaapapaapap
30,43,16,10,3,5,10,4,5,6,3,4,1,2,10,10,10,12,12,12,14,15,15,17,22,22,26,27,29,30,paapaaaapaaaaaaaaapaaapaaaapaaaaapaapaaappaapaapaaapaaaaaaaaaapaaapaaaapaaaaapapaaappapaapaaaapaaaaaaaaapaaaaapaapaaaaapaaapaapapapaappaapaaaaaaaaaapaaaaapaaapaaaapaappapappaaapaaappaaaaaaaaapaaaaapapapaaapaapaaappaapaaapaapaaaaaaaaappaaaaaapaappaapaaaapapapppapapaaaappaaaaaaappaapaaaaapaaaapapaaappapaappaaapapaaaaaaappaaapppapaaaaaapapaaapappaapppaaaapaaaaaaappaaapppaaapaaapaapaaapapppapppaaaapapaaaaaapaaapppaaapaaapaaaapapppppapppaapappaaaaaaappaapppppaappapapapaapapppapppaapapppaaaaapppappappapaaaappapaaappappappppapppaapaaaapppappppppaapaapappapapapppapppppppppapaaaapppapppppaaapaappaapapppappappppappppaapaaapppppppppapaaappapappappppppppppapppppaappppppappppppapaaappapaaapap
31,48,16,10,7,6,3,5,8,3,3,4,7,2,10,10,10,10,11,12,12,13,13,18,16,23,25,36,30,30,paaaaaapaaaaapaapaaaapaaaaaaapaapaapaaapaaaaaapaapaaaaapaaaaapaapaaaaapaaaaaaapaapapaaaapaaaaaapapaaaaapaaaaapaaapaaapaaaaaaaaappaaapaaaapaaaapaapaaaaapaaaaaapapaaaapaaaaaaaaappaapaaaapaaaaapaapaaaaapaaaaappaapaaaaapaaaaaapapaapaaaaaapaaapaapaaaaapaaaaappaaappapaaaaaaaaapaapaapaapaaaaapaappaaaapaaaaapaappaaapaaaaaaaaappaapaaaapaaaaaapapapaaappaaaapaappaaapaaaaaaaapapaapaaaapaaaaapaapaaaaapaaaaappappaaappaaaaaaaappaaapaapaaaaaapaapapaaapapaaappappaappaappaaaapppaapaaapaaaaaaapapapaaapaaaaappappaaapppaaaaaaappaapaaappaaaaapappapaaapappaappappapppppapppaaappaapaaaaaaapaapappppaaapapppapppppapapppppapaapapaapaaapaaaaaapapppppppppppppppppppappppppapaapapappaaappaappppapppppppppppaappappapppppppapaapppaapaaaaapapaapappppapappppaappappappppppppppapapaapaappapaaaapa
32,58,16,10,6,9,9,10,7,2,4,4,4,3,10,10,10,10,11,13,15,15,17,22,22,28,35,35,41,43,paaaaapaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaapapaaapaaapaaapaapaaaaaapaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapapaapaaapaaaapapaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaappaaapaaaapaaapapaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaapaapaapaaapaaaappaaaaaapaaaaaaapaaaaaaaappaaaaaaaaaaapaaaappaaaapaapaaaapapaaaaapapaaaaaapaaaaaaaapapaaaaaaapapaaaaapapaapaaapaaapaaapaaaappaaaaaaapaapaaaaaaaapaaaaaaaapapaaapppaapapaapaapaapaaaaappaaaaaaapaapaaaaappaaaaaaaaappaaaaappaaapaaappaapaapaaaaappppaaaaapaaaaaaaapppaaaaaaapppaaaaapapaaapaaaapapaapppaaappaappaaapaaaaaaaappaapaaaaaappppaaapappaapaaaapppaapaapaappppaaaaapaapppaaappaaaaaaaapapppaaapaapappaapaaapaappaapappapaapaappaaapaaappaapppaaappppppapppaaapaaaappaaappappppppppapaaappapappaappaappppaappppppaappppapaaapapapaappppppppppapaaappaaaapaapppapapppappppppppaapappaapapaapaappppppppppapapppppppppaapppappppappppppppapapaapaaappaaapappppppppppappapppppapapppppppppppapppppppapppaappaapaaapaa
33,57,16,10,9,8,6,6,6,3,5,6,2,6,10,10,11,10,10,11,13,14,15,17,21,26,32,27,31,38,paaaaaaaapaaaaaaapaaaaapaaaaapaaaaapaapaaaapaaaaapapaaaaapaaaaaaaaapaaaaaaapaaaapaaaaapaaaaapaapaaaapaaaaapaapaaaapaaaaaaaaaapaaaaapaaaaapaaaaapaaaaapaapaaaaapaaaapaaappaapaaaaaaaaapaaaaaaapaaaapaaaaapaaaaapaaapaaaaapaaapaaaaapapaaaaaaaaaaapaaaapaaaaaapaaaapaaaaapaapaaaaaaapaapapaaaaaapaaaaaaaaaapaaaapaaaaappaaaapaaaaaapapaaaapaaaaapaaaaapapapaaaaaaaaapaaaapaaaaappaaaappaaaapaaaapaaaaapaaapapaaaapappaaaaapaaaaaaapaaaaappaaaapapaaapaapaaaaaapaaapaaaaapapapaaaaaapapaaaaapaaaaappaaaapppaaapaapaaaaaaaapapaaaaapappaaaaaaaaapapaaappaaaappaaaapppaaapaapaaaapaaaaapaaaaapppaaaaaaaappppaaaapppaaapppaaapppaaaaappaaaapapaaappaaaapappppaaaaapppppaaappaaaappaaaappapaapappapaaaappaappaapapapppppppaappppppaappapaappappapppapapaapaapapapaappaaaaapapppappaaapppppapappaapappaapppppaappaaapaaapaaaaaapaaaapapppaapapapppppaaapppaapppappppppapapaappaaapapaaappaaaapapppappppppppppappppaappppappppppppapaapaaapaappaappaapapa
34,59,16,10,12,6,4,9,11,2,4,4,2,5,10,10,11,11,11,11,13,15,18,19,23,29,34,38,38,43,paaaaaaaaaaapaaaaapaaapaaaaaaaapaaaaaaaaaapapaaapaaapapaaaaapaaaaaaaaaapaaaaapaaaapaaaaaaaapaaaaaaaaapaapaapaaapapaaaaappaaaaaaaaapaaaaapaaaaapaaaaaaapaaaaaaaaapaapaaapaaapapaaaapaaaaaaaaaapaaaaapaaapapaaaaaaapaaaaaaaaapaaapapaaaapapaaaaapaaaaaaaaaapaaaapaaapaaaaaaaaapaaaaaaaaapaapaapaaappapaaaaaapaaaaaaaappaaaapaaaaapaaaaaaapaaaaaaaaapaapaapaaapaapaaaaappaaaaaaaapaaaaappaapapaaaaaaaapaaaaaaaapaapaapaaaapapaaaaapapaaaaaaapappaapaaaappaaaaaaapapaaaaaaapapaaaaapapaaapaaappppaaaaaaapaaaaapaaappppaaaaaapapaaaaaaapapapaaapapapaaaaaappapaaaaaapaaaaappaapappaaaaappaaaaaaaaapappaappappaaapaapapppapaaaaapaappapaaaapppaaaaapppppaaaaaapaapaapaaappapaaaapppppappaaappppaapaaapppppaaaapppppppaaaapaapaaapaapaaapaaaappppapaaaappppaappaapppppppaappppppappaapaapaaaapappaapppapppppappppappppaapppappppaappapppppppppaapaapaapapappapaaappppppappaapppppaappapppppapppapppppapaaaappppaapapaapapapaappppppapaaapppppppppapppppapppppppppppppppaapappapaapappaa
35,47,16,10,9,7,6,5,4,2,5,4,3,2,10,10,11,12,12,14,15,13,14,21,18,23,24,28,31,33,paaaaaaaapaaaaaapaaaaapaaaapaaapapaaaapaaapaapaapaaaaaaaapaaaaaapaaaapaaaapaaapaapaaapaaapaapaaapaaaaaaapaaaaaappaaaapaaapaaapapaaaaapaaapapaaapaaaaaaappaaaaaapaaappaaapaaapaaapaaapaapaapaaaapaaaaaapaaaaaapapaappaaapaaapaaapaapaaapaapaappaaaaaaapapaaaaaapaappaaapaaapaapaaaapaappapaapaaaaaaaapaapaappppaaapaaapaaapaaaapappaaapapaappaaaaaaapaaaaappapaaapaaapaaaappaaaaapaapaapaappaaaaaaapaaaaaapapaappaaapaaapapaaaapaaapappapppaaaaaaappapaappapaapppaappaapaapaaaaappapappappappaaappapaaaapppaappaaapaaapaapaaapaaapaaapapppaaaaaappppaappppaappppappaapaaappaaapaapapappppaaaaappppppappppaapppaapaaapaapaaapaaapaappappppapaaapppppappppaappppapapppaaapaapapppaapapppppappapppppaapppppappapppapappapapapaappaapapppppaaapppppppppppppppppaapppappaapapapaappapa
36,45,16,10,4,6,9,9,5,1,2,3,4,2,10,10,10,10,11,12,10,13,16,19,22,22,23,27,25,32,paaapaaaaapaaaaaaaapaaaaaaaapaaaappapaapaaapapaaapaaaaaapaaaaaaapaaaaaaaapaaaappaapaapaapaapaapaaaaaaapaaaaaapaaaaaaaaapaaappaapapaaapapaaapaaaaapaaaaaaaapaaaaaaaapaaaappapaapaaapapaaapaaaaapaapaaaaaapaaaaaaaapaaappaaappaaapapapaapaaaapaaaaaaaapaaaaaaaapapaappaapapaaaappaaapaaaaapaaaaaaaapaaaaaaaapaaaappaaappaaapapaaapaaaaapaaapaaaapaaaaaaaappaaappaapaaapappppaapaaaaappppaaaaapaaaaaaaaapapappappapaaapappaapaaaaappaapaaaappppaaaaappapapappaappaaapppaappaaaappppppaaapppaaaaaappppappaaapapaapapppppaaaaapppapaaaapppaaaaaappppappappapaaapapppapaaaaapppppapaapppapaaaappppappaapapaaapapppapapppappppaaaaappppappaappapappappappaapapppappaaaapppapaapappppaaaaapppppppaappaaappapppppaaaappppppaappppppappppppppappaapppaaapp
37,49,16,10,7,8,4,8,6,2,5,2,3,4,10,10,10,10,12,14,11,13,14,16,25,23,29,33,35,38,paaaaaapaaaaaaapaaapaaaaaaapaaaaapapaaaapapaapaaaapaaaaapaaaaaaaapaapaaaaaaapaaaaaapapaaaapapapaaapaaaaaapaaaaaaapaaapaaaaaaaapaaaapaaapaaapaapapaapaaaaaapaaaaaaapaaapaaaaaaaaapaaapaapaaaappaapaaapaaaaaapaaaaaaappaapaaaaaaaaaapaapaaaapaappappaaapaaaaaapppaaaaaapaapaaaaaaaaapapapapapaaapaappaaapaaaaaaaapaaaaapaaappaaaaaaapaaaapapaaaaapaapapaapaaaaaaaapaaaaapaaappaaaaaaappapapaaapaaapaappaaappaaaaapaaaaaaappaapapaaaaaaapapapaapaaaappaaaapappaaaaapppaaaaappaapaaaaaaaapppaapaaaapaappaaaapappaaaaapappaaaapppapapppaaapppppappappaaapaapppaappaaaaapppaaaaappaappppaaaappappapappapaapaappaapppppaaappppaaaapppppappappaappppppapapaaapppapaaapppppaapppppaaapppapppppapppppppppappaaappaappaaappppappppppaaaapppppppppaappppppppaapppapppappaaapppppaappppappppppppppppappppppppppappapapapapapa
38,43,16,10,6,4,4,7,5,3,4,2,4,4,10,10,11,11,11,12,12,11,18,18,23,21,28,26,29,30,paaaaapaaapaaapaaaaaapaaaapaapaaapapaaapaaaapaaaaapaaapaapaaaaaapaaaaapaapaaapapaaapaapaaaaapaaapapaapaaaaaapaaapaaaapapapaaaaapapaaaaaaapapapaaapaaaaapaaapaapaaaappaaapaaapaaaaaaapaapaaaapaaaaaappaaappaaapapaaapaaapaaaaapapappaaaaapaaapaaaapaaapaaappaaaaaappaaaaapapaaaapaapaaaapaaappaapaaaappaaaaapapaaaaapaaaapaaaapaaaapaaaaapaapapappaaaaapapaaaaapapappaapppaaaapaapapaapaapappapppaaapaaaaapapappaapppapaapaapappappaapapaaaaapappppaapaaappppppaaaaapppppppappaaappaaaaaappaapaapapappaappaapaapppppapapapapppaaapaaapppaaapppapppppppapppppppppaappaaappaaaaapppaaaaapppapppppppppappppppaapppaapapapapaaappaapppppapppppppapppppppppaappaapppaaapaaapppaaappppppppppppppppppppppapapapapaaapaaa
39,47,16,10,8,8,8,3,5,2,2,4,4,3,10,10,10,10,12,11,14,13,15,17,20,24,28,26,32,35,paaaaaaapaaaaaaapaaaaaaapaapaaaapapapaaapaaapaapaaaaaaaapaaaaaaapaaaaaapaaapaaapapaapaapaaapaaapaaaaaaapaaaaaaaapaaaaapaapaaaapapaapaaapaapaapaaaaaaaapaaaaaaaaapaaaapaaaapaaappapaaaapaaapaaapaaaaaapppaaaaaaapaaaapaapaaaapapapaaaaapapaapaaaaaaaapaaaaaaaaapaaaapaapapaapapaapaaaaappaaaapaaaaaapapaaaaaapappaapaappaaapapaaapaaaappaapapaaaaaaaaappaaaaaaapaappapaaaapapapaaaapaapaapapaaaaaappaaaaaaappppaapaapaaaapapaapaapaaapaaaappaaaaappaaaaaaaappapppaapapaapppaapaaapaapaapppaaaaaapppaaaapappppaapaapppaapapaapaaapaapaapppaaaaaapppaaaapappppappaappppapapaaapappappaapppppaaapppppapaapppppaapaappppaappaaappapaapapppppapaaapppaapaaappppappaappppapapappaappaapaappppaapappppppapppppppapppapappapppappaappaapaappppaaappppppppappppppappppppppppppppaaappaapaa
40,52,16,10,8,9,8,3,5,2,3,4,5,5,10,10,10,10,10,14,15,17,15,19,20,25,28,38,37,36,paaaaaaapaaaaaaaapaaaaaaapaapaaaapapaapaaapaaaapaaaaapaaaaaaapaaaaaaaapaaaaaapaaapaaapaapapaaapaaaapaaaapaaaaaaapaaaaaaaaapaaaaaapaapaaaaappaapaaaapaaapaaaaapaaaaaapaaaaaaaaaapaaaaapaapaaaapapaapaaapaaaapaaaaaapaaaaapaaaaaaaaaapaaaaapaapaaaapaaapapaaaapaaapaaaapapaaaapapaaaaaappaaaaaapaaaapaapaapppaaaaapaaapaaappaappaaapappaaaaapaaaaaapaapaaaapapaaaapapaaaaaapaapaapaaaappaaappaaaaapppaapaapapaapaaappaaaaapaapaaaappaaaaaaappaaaaaaapaapaaapaapapaapappaaapaaapaapaaaaappaaaaapppaapaaapppapapapaapapaaappaapaaapaaaapaaaapppapaaaappapapaappaapaaapaapaapapappapaaaaaapaaapaapppapaaapppapppaapppppaaapaapappapapaapaapaapaaapaaappppappapppappppappppppaappapapaapapaapaaaaapaapaaaapppppppapppapappppppppapppppppppapappppapapapaapaapapppppppapppapappppppppppapppppppapapappaaaaappppaaappppppppppppappppppppppppappappppppapappaaaaaapapaaaa
41,59,16,10,5,5,10,10,7,2,7,2,7,4,11,10,10,10,10,13,11,17,15,25,25,25,27,35,39,37,paaaapaaaapaaaaaaaaapaaaaaaaaapaaaaaapapaaaaaapppaaaaaapaaapaaaapaaaaapaaaaaaaaapaaaaaaaaapaaaaapapaaaaaapapaaaaaapaaapaaaaapaaapaaaaaaaaaaapaaaaaaapaaaaaapaapaaaaaappaaaaaaapaaapaaapaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaapaaaapapaaaaaaapaaaapaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaappaaaaaapapaaaaaaaapapapaaappaappaaaaaaaaaapaaaaaaaapaaaaaapaapaaaapapaaaaaaapaaapaaapaaaapaaaaaaaaaappaaaaaaaapaaaaapaaapaaaapaapaaaaaapaappapapaaaappapaaaaaaappaaaaaaappaaaaapaaaapaaappaapaaaapaaaaaapappaaaaapapaaaaaappaaaaaaappaaaaaappaaaaaapaaaapaaaapapppppapppaapppapaaaaaappppaaaaapppaaaapapapaaaapppaaaaaaapaappppappppapppappaaaaaappaaaaaappppaaappaaapaaapapaaaaaapaaappppappppapppapaaaaaaappappaaappppaaaapaapaaaapaaaaapaaapaappppapppaapppaaapaaaapppapapaappppaaaapaapapaaapapaaaaappaapppppppppapppapaappppppppaapppppppaaapapaaaapapapaaaapaapaapppppppppppppppapppappppppappappppppapaaaaaaappapaaaaapppaapppppppppapppppppppaappppppapapppppappapaaaaaappapaaaaaapaa
42,56,16,10,4,8,10,7,7,6,4,3,4,3,10,10,10,10,11,14,13,14,18,17,25,26,29,31,34,33,paaapaaaaaaapaaaaaaaaapaaaaaapaaaaaapaaaaapaaapaapaaapaaapaapaaaaaaaapaaaaaaaaapaaaaapaaaaaaapaaaaapaapaapaaapaaaapapaaaaaaapaaaaaaaaaaapaaaaapaaaaaaapaaaaapapaaapaaapapaaapaaaaaaaapaaaaaaaapaaaaaaapaaaaaaapaaaaapapaapaaapaaapaapaaaaaaapaaaaaaaaaapapaaaapaaaaaaapaaaaapapaapaaaapappaapaaaaaaapapaaaaaaaapapaaappaaaaaaapaaaaapapaapaaapaapapapaaaaaaapaaaaaaaaaapaaaaaapppaaaaapaaaaapapaapaaapaapapapaaaaaaapaaaaaaaaaapaaaaapaapppaaaapaaaapapaapaaapaaaapapaaaaaaapppppaaaaaaappaaaaaapapaaapaaaappapaappaaaappppapaaaaaaappaaaaaaaappapaaaapapaaaaapaaaaapapaapaaappapppapppaaaaappppapaaaappppaaappappaaaapapaaapaapapaaapaapppapaapaaaappppaaaaaaappppppppapappaapaaaapaapappaaapaapppapaaappaappppapppaappppaaappppaaapaapaaappapaapapapaapppappappappppppapapaapppppaappappaaaapaaaaappppapaaapaappppppapppaappppappppppppppaappppaapaapaaaapaapaapaappaapppapppppaapppppapapaapppppppppapapaaapaapaapapaappaapaa
43,52,16,10,6,6,8,7,5,3,3,6,2,6,10,10,10,10,12,12,13,15,20,20,16,21,25,26,34,36,paaaaapaaaaapaaaaaaapaaaaaapaaaapaapaapaaaaapapaaaaapaaaaaapaaaapaaaaaaaapaaaaapaaaaapaapaapaaaapaapaaaapaaaaaaapaaapaaaaaaaaapaaaapaaaaapaapaaapaaapapaaaaaapaaaapaaaaapaaaaaaaaapaaaaapaaaapaapaapaaaapaaapaaaaapaaaaappaaapaaaaaaappaaaapaaaapaaapaapaaaapapaaaaaappaaaaapaaapapaaaaaaapaaaapaaaapaaapaapaaaapaaaapaappaaaapaaaaapapaaaaaappaaaapaaaaapaapaapaaaapaaaaapapapaaapaaaaapaapaaaaapppaaappaaaapaapaaapaaapaaaaapappppaapppaaapppapaaaaapaaaapapaaaappaapaaaaappapaaaappppaapapaaapaaaapaaappaaaappapappaapappaaaapaaaaapapapaaapapaaapapppaaaappaaaapaaaapaapaaapaaaapaaaaaappppapapapaaapapppaaaapppaaapapaaapaapapapaaapaaaapaapppaaapppapapppppapapppppaappaaapaaapaapaaaapapaaaaappppaapappapppppapaappppaaappapappaapaaaapaapaaaaapappppaappppapppppappappppaaappappppappppppapapapaaaaappppppppppaappppppppppppappppapappaapappaapppaapaaaa
