sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_isle_0,no_spp_isle_1,no_spp_isle_2,no_spp_isle_3,no_spp_isle_4,no_spp_isle_5,no_spp_isle_6,no_spp_isle_7,no_spp_isle_8,no_spp_isle_9,no_spp_isle_10,no_spp_isle_11,no_spp_isle_12,no_spp_isle_13,no_spp_isle_14,no_spp_isle_15,presence_absence_matrix_cols_isles_concatenated
88,56,16,10,6,8,6,6,8,3,5,8,4,2,10,10,11,10,12,14,15,14,18,22,23,25,27,31,35,39,paaaaapaaaaaaapaaaaapaaaaapaaaaaaapaapaaaapaaaaaaapaaapaapaaaaapaaaaaaapaaaapaaaaaapaaaaaapaapaaaaapaaaaaapaaapapapaaapaaaaaaapaaaaaapaaaaapaaaaaapaapaaaaaapaaaaapaaapaapaaaaaapaaaaaapaaaapaaaaapaaaaaaapaaapaaaapaaaaaapaaapaaaapaapaaaaaaappaaaapapaaaapaaaaaapaaaapaaaaapaaaapaaapaappaaaaappaaaapppaaapaaaaaapaaaaaapaapaaaaapaaaaaaapaapappapaapapaaaaapaaaaapaaaaappaaaaaapaaaaapaapaapaaaaapapapaaaaapappaaaaaapaaapapaaaapaaaaaapaapaaaaaaaaappapaaapappapaapaappaaappaaaapappaappaaaaaapaaapaaaaaaaaaappaaapappaapappppaaaappappapapppappaaaaaaapapaaaaaaaaaapaaaappapppppapappaaaapppaaapappaappppaaaapaaaaapaaaaaaaappaaapapppppapapppaaappaapappppaappaaaaaapaaapaaaapapaaaapaappappppppppppppaappaaapppppaappaaaaaapaaaaaapaaapaaaapaaappppppppppppapaappppppppppaappppaaaapaaaapaaapaaaaaapapapapppppappppppaapppapppppppapppppppapaaapapaaaaaapappaaapappppppppppppppppppppppppppppppaaapaappaapaaaaaappapaaapp
89,45,16,10,6,6,4,3,8,4,4,3,5,2,10,10,10,10,13,11,13,13,13,17,14,21,22,26,29,30,paaaaapaaaaapaaapaapaaaaaaapaaapaaapaapaaaapaapaaaaapaaaapaaaapapaaaaaaapaaapaaapaaapaaaapapaaaapaaaaapaaaapapaaaaaaapaaapaaaapaapaaapaaapaaaapaaaapaaapaaapaaaaaaapaapaaaapaaapaapaapaaaaapaaaapaaaapappaaaaaapaaapaaapaaappaappapaaaapaaaaaapaaapapapaaaaapaaapaaapaaaaapapaapaaaappaaaapaaaapaappaaaaapaaappaaapaaapaapaapaaaappaaaapapaapappaaaaaapaaapaaapaaapaaaapapapaaapaaaapaaappaapaaaaaaapaaaapapaaaaappapppppaappaaaapapappappaaaaaapaaaaaappaaaapaapaapaaaappaaaapaaaapappapaaaapaaapaaaapaaapaapppppapappaaaapppappappppaaaaaapaapaaapaaaapappappaaappaaaapppappapppppaaapaappaaappaappaapapppppappppaapppappappppapaapaaapaapapaappaapappppppppppaapppappappppapaapaappaaapppaappapapppppappapppppppppppppppapppaaapaaapaappaaapa
90,45,16,10,3,5,4,6,7,4,4,4,3,5,10,11,10,12,11,11,12,16,14,15,17,16,23,22,22,29,paapaaaapaaapaaaaapaaaaaapaaapaaapaaapaapaaaapaapaaaappaapaaaaaapaaaaapaaaapaapaaaapapaaaaapapaaaapaaaapaaaapaaaaaapaaaapaapaaapaaapaaapaaappaapaaappaaaapaaaaaaapaaaapaapaapaaaapaaapaapaaapaaapaaaaapaaaaaaappaapaaaapapaaapaaapaapaaaapaaappaaaapaaaaaaapaaapaaapaapaaapaaapaapaaaapaaapaaaaapapaaaapaaappaaaapapaaaapaappappapappaappaaaappaaaaaapaaapaapaaapaaapaaappappaaappaapaaaaappaaaaaapaapaaaaaappaaapaaappappaaappaapppaaapaaaaaaapaaapaapaaapaaaaapappapppaappaapaaaaappapaaaapaaapappaaapaaaaapappapppaappaapaaaaapppaaaaapaaapaaaapaapaaapaappapppapppaappppaapppapaappaaapapaapapaaapaaappapppaappaappappapppaapappaapaaapaaapapaaaapppapppapppaappapaappppaaappaaapaapaaapaappaaappppppaappppppapapppppaapppapapaapapppaaapapa
91,57,16,10,6,9,5,5,11,9,1,4,3,4,10,10,10,11,12,14,18,18,22,24,25,31,31,35,35,40,paaaaapaaaaaaaapaaaapaaaapaaaaaaaaaapaaaaaaaappaaapaapaaaapaaaaapaaaaaaapaaaapaaaaapaaaaaaaaaapaaaaaaappaaapaapaaaapaaaaapaaaaaaaapaaaapaaaaapaaaaaaaaaapaaaaaapapaapaapaaaapaaaaapaaaaaaappaaaapaaaaapaaaaaaaaaaapaaaaapapaapaaapaaaapaaaapaaaaaaaappaaapaaapapaaaaaaaaaapaaaaaappaaapaaapaaaappaapaaaaaaaaaaapaappaaaappaaaaaaaapaaaaaaapappapaapaaaaapaaappppaaaaapapaapaaaappaaaaaaaaaaaappaaaappaapppaaapapppapaapaaaaaaappaaapppaaaapappaaaaaaaaaapaaappaaapaaaapappppaappaaaaaaapaaaaapaaaapppappppaaapaapapaappaaapaapaaapppaaappapaaaaapppaappapapapppaaaaaaaapaaappapapaaapaapapppppaappaappaaapppaapppppaapaappaaaaaaaapaaaappaaapaaapapppppaappappapaapppaappppappppaappaaaaaaappaaapappapaapppapppppappappaapapppaappppappppapaapaaapaaaaaappapappaappaapppppappppapapappppappppappppppppaaaaaapaaaaapppaapaappappppppappapaaaaappppappppapppppppppaaapaaaaapappaaapapppppppppppppappaapppppppppppppppppppppppaaapaaaaapppaapaappaa
92,52,16,10,5,7,7,8,7,4,3,4,4,3,10,10,12,10,11,13,14,12,16,25,24,23,31,29,34,35,paaaapaaaaaapaaaaaapaaaaaaapaaaaaapaaapaapaaapaaapaaapaaapaaaaaapaaaaaaapaaaaaaapaaaaapaaaapaapaapaaaapapaaaapaaaaaaapaaaaaaapaaaaaappaaaaapaapaapapapaaapaapaaaapaaaaaapaaaaaaapaaaaaapaaaaaapaaapaapaaapaaapaaapaaapaaaaaapaaaaaaaaappaaaaaapaaapaaapaapaaapaaapaaapaaappaaaaapaaaaaaapapaaaappaaaaapaaaapaapaapaaapaapaaaapaaaaaapappaaaapapaaaaappaaaapaaaapapaaapaaapaapaaaapaaaaaapaaapaaapapaaaaaapaaaapaaapaapaaapaaapaappaaapapaaaapaaapaaapappaaaappaaaapaaapaapaaapaaapaappaaappppaaapapppaaapappaaapppapaaapaapaappappaaapappaaaapppaaaappaapaaappppaaappppppapaaapaappaapaaappapppaapppaaaapapapaaappppaaapppappaaapaapaapaapaaaapappaaappppppppappppappppaaaappppppaaaappaappaappaapaappaaappppppapaaapaappppppaappppppappaapapapaapaaapaapppppppppapapppppappppppaaappppppppaaapaapaaapapapaapppaappppapapppppaapppppappppppppappaapaappaapapppaa
93,44,16,10,8,5,6,7,4,4,2,2,4,2,10,10,10,11,11,13,13,13,18,21,22,25,26,27,29,34,paaaaaaapaaaapaaaaapaaaaaapaaapaaapapapaaapaapaaaaaapaaaaapaaaaapaaaaapaaapaaapapaapaapaaapaaaaaapaaaapaaaaaapaaaapaaaapaaappapaaapaaapaaaaapaaaaapaaaaaapaaaapaaaapaapapappaapaaapaaaaaapaaaapaaaaaapaaaapaaapaaapapapaaappaappaaaapaaaaaapaaaaappaaappaaapaapapapaaapaaaaapaaaapaaaapaaaaaappaaappaaapaapapappaapapapaaaaaapaaaaapaaapppaaaapaaapaaapapapaaaapppppapaappaaaappaaaaappaaapaaaapaappappaaapappppaaaapppaapppaaapappaaapppapaaapapapaaaapappapapapppaaappaaapppppaapapaapaapapapaaapppppapappppapaappaaapappaaapppappaapapapapapppppppapapppaaapppaappppaaapppaappapapapaappapppppapapppappppapapapppaapppapaappapapaaapapppppapappppaappppappppaaappppppaapapppaaaappppppappppppppppaapppppppppppappaapappppaapa
94,48,16,10,3,4,2,6,6,4,5,8,6,4,10,10,10,12,10,11,11,16,18,20,24,20,25,25,25,28,paapaaapapaaaaapaaaaapaaapaaaapaaaaaaapaaaaapaaapaaapaapaapaaaaapaaaaapaaapaaaapaaaaaapaaaaaapaapaaapaapaapaaaaaapaaaapaaapaaaapaaaaaaapaaaaaapapaapapppapaaaaapaaaaapaaaaapaaaapaaaaapaaaaaaaapapaaaappapaaaaaaaapaapaaapaaaaaaapaaaapaaaaaaaapaapaapppapaaaaaaaapaapaaaaaapapaaaaaaapaaaaaaapaapppaaapapaaaaapaaaaapaaapaaaaaaaapaaaaapaaaaaapppppaappappaaaapapaaaappapaaaaaaaaapaapaaaaaaaapppppppppapppaaapapaaapaaapaaaaaaaapaaaaaapaaaapaapppppppappapaapapaaapappapaaaaaaapaaapaaaaapaappppppppppppappppapapappaapaaaapaaaaaaapaaapaaaapppppppppappapaapppaaaapaapaaaapaaaaaaapaaaaaapapppppppppppppppppppapapaaaapaaapaaaaapapaaaaaaaapppppppppappappapppppaaaappppaaaaaaaaapaaaapaaappppppppppapppppapppppaapappaaapapaaaaaaaaaaapaaapppppppppppppppappppppaapaaaaapppaaaaaapaaapaaapp
95,52,16,10,8,8,7,6,5,2,4,4,2,6,10,10,10,10,11,10,14,17,18,19,22,29,28,30,32,36,paaaaaaapaaaaaaapaaaaaapaaaaapaaaapapaaapaaapapaaaaaapaaaaaaapaaaaaaapaaaaaapaaaaapaaapaapaapaaaapapaaaaapaaaaaaapaaaaaaapaaaaapaaaaaapaaapaapaaapaapapaaaaapaaaaaaapaaaaaaaaapaaaaapaaaapaaaapaapaaaapapaapaaaapapaaaaapaaaaaaaapaaaaapaaaaapaaaaapapaaapaapaaapaaaapaaaaaapaaaaaaaapaaaaapaaaaapaaaaapaapaapaaapaaapaaaaapaaaapappaaaaapaaaaaappaaapaaaappaaappaaaapapaaaaapappaaappaaaaaaapppaaappaaaapapaapaapaaapaapapaaaaappaaaaaapapapaaaapapaaappapaappaaaapaapaapaapaapaapappppaaaappaapaaappppaaapaaaaappaaapaaapapaaapaaaapaappppapaapapappaaappapaappaaaappaaapapaaapaaapaapaapappapaapapppapppappppaaappaapapppaappapapppappaapaaaappapappapppappaappppapappaapapppaapaapaapaaapappapaappppaaaapppppppappppaapppappapppaaappaaappaapppaaaaappppapaapppppaappppppaapppppapppaaapaapappaappapaaapppppaaappppappppppppppapppapppppppppaaapapaappapapaa
96,53,16,10,7,7,7,4,8,4,4,3,6,3,10,11,10,11,11,13,16,13,21,18,22,26,31,31,35,38,paaaaaapaaaaaapaaaaaapaaapaaaaaaapaaapaaapaapaaaaapaaapaaaaaappaaaaapaaaaapaaaapaaaaaapaaaapaapaaapaaaapaaapaaaaaaaapaaaaapaaaapaaaaapaaaaapaaaapaapaaaapaaaapapaaaaaaaaapaaapapaaaapaaapaaaaaaapaaaapaaapaaaapaaapaapaaaaapaaaaaapaapaaapaaaapaaaaaapaaaapaapaaaaaapaapappaaaaaaappaaapapaaaapaaaapaaaaaaapaaaapapaaaaapaapaapppaaaaaaapaaapapapaapaaapappaaaapaaaapaapaaaaaapapaapaaaaaapappaaapaaaaaapaaaaapapaaapaaaapaapaapaaaaaapapppaaaaaapapaapapapaappaapppppaaapaaaapaaapppaaaaapaapppaaaaaappaaapaaapaapapappapapaapaaaapaapaapaaaaaapappaaaaapapppaapapapaapapapppppaaaaapaapaapaaapaaaappappapaaapapppaapapapaapppapppapapapaaaapappapaapaaappappppaaapppppaapapappapppapppppapapaapapppppaaaapaaapapppappapppppaapapappapppapppppapapaaappaappapaapaaapapppppaappppppppapappapppappppppappaaaapaapppaaaaappppppppppppapppaappppppppppppppppapappapppaapappaaaaaapp
97,46,16,10,6,7,4,6,4,4,2,3,6,4,10,10,10,12,11,12,11,13,15,18,20,20,23,25,32,24,paaaaapaaaaaapaaapaaaaapaaapaaapapaapaaaaapaaaapaaaaapaaaaapaaapaaaaaapaapaaapapaapaaaaapaaaapaaaapaaaaaapaaapaaaaaaapapaaapapaaapaaaapaaaaapaaaapaaaaappaapaaaaapapaapaapapaaapaaaapaaaapaaaapaaaaaapaaapaaaaapaaaaapapapaappaaaaapaaapaaaapaaaaaapaaappaaaapapapaaapaapaapaaaapaaaaappaaaapaaaaapaapaaaaapaaaapaaapaapapaaaapaaappaaaapapaaaapaaapaaaaapapapaaapapaaapaaaapaaapppaaaapppaaapapapaaaaapaaaapaapapaaapaaaapaaapppaaappaaaaapppppaaaaapppaapaapapaaapaaaapaaapppaaapppppaapapppaaaaapppapaaapapaaaapaaaaapappppaappppaaapppppaaaaapapapaaapapaaapaaaaapaappppaappppaaapppapppaaapppaapapappaapaaaaaaaappppppapppaapappppppapaapapappaapapaapaapaapaaapppppppppppapppppppaappppppapaapppaapaappapaaapppppapppppaapppppaaaaapppaaapapaapapaaaappaaa
98,49,16,10,7,6,3,5,4,5,5,4,5,5,10,10,10,10,10,10,14,13,16,14,21,23,23,28,26,31,paaaaaapaaaaapaapaaaapaaapaaaapaaaapaaapaaaapaaaaapaaaaapaaaaapaapaaaapaaaapaaapaaaaapaapaaaaapaaaapaaaaapaaaaapaapaaaapaaaaapaapaaaaaapaapaaaaapaaapaaaaaapaaaapaapaaaapaaapaaaaapaaaaapapaaaaaapaapaaaaaapaaaaapaaapaaapaaapaaaaapaaapaaaaapaapaaaapaaaaaapaaaaapaapaaaapaaapaaaaaapaaaapaaapaaaaapapapaaaappppaapaapaaaapaaapaaaaaapaapaaaapaaapaaaapapaaaapaaaaapaapppaapaaapaaaaaapaapaaapaaaaaapaappppaaapppaaapaappaaapaaapaaaaapaaapaaaaapaaaaaapppaaaaaappaaapaappaaapaaapaaaaapapaaapaaaapaaapaapppaaaappappappapppaappaapaaaaapaaaaaappappapaaaapppppaappppaapppppaaapaaapaapaaapaapapapaaaapapaappppapapppppapaapppaappaapaaapaapaaaapaaaapappaaappppapapppppappappapapapapaaaapapapppaappaappapaappppappppppaappappppppaaapaaaapaaappaaapaaaapapappppppppppppapppappppappappaaaapaaappapapapaappaap
99,59,16,10,8,7,6,11,6,3,5,6,3,4,10,10,10,10,10,14,16,18,23,22,24,27,34,39,41,42,paaaaaaapaaaaaapaaaaapaaaaaaaaaapaaaaapaapaaaapaaaaapaapaaaapaaaaaaapaaaaaapaaaaapaaaaaaaaapaaaaaapaapaaaapaaaapaapaaapaaaaaaaapaaaaaapaaaaaapaaaaaaaapaaaaapaapaaaaaapaaapaapaaaaapaaaaaaapaaaaapaaaaapaaaaaaaaaapaaaapaapaaaaaapaaaapaapaaaapaaaaapaaaaaaapaaaaaaapaaaaaaaapaaaaapaapaaaapaaaaapaaapaaapaaaaapapaaaapaaaaaappappaaaaaapaaaaaapapaaapaaaaaapapaaapppaaaaapappaaaapaaaapaaaaapaaaapaaaaaapapaaaaapaaaapaapaappapaaaaapppppaaapppaaaaaapaaaaaappaaaapaapaaaaapaaaapaapaaapapaaaaapppaaaappapaapppapaapaaappppaaapaappaapaaaaaapapaaapppaaaaappppaaappapaapapapaapaaapaapaaapappaaaaapaaapaaaapapppaaaaappppaaaapppaaaapapaappaappppaaapaapaaapaaaaapaappaapppaaaaappppaaaapappappappppaaaappppaapaapaapaaaapaapappaaapppppaaappppaaappapaapppppapppaappppaaapappaaaappappapapapapppappaappapapappappapppppappppppppppapppapaapapppaapaappaapppapppappppaaappppppppppppppppappppapappppaaaappapapaaappapppappapppppppppppppappppppppppppppppappapaaapaapaaappapaaa
100,45,16,10,9,7,5,4,5,3,2,3,3,4,10,11,11,10,12,10,12,12,14,14,15,21,22,25,25,30,paaaaaaaapaaaaaapaaaapaaapaaaapaapapaapaapaaaapaaaaaaappaaaaapaaaaapaaapaaapaapapaapaapaaaapaaaaaaapaaaaaappaaapaaaaapaapaapapaapaapaaaapaaaaaaaapaaaaapaaaapaaapaaaaapapapaapaaapaapppaaaaaapaaaaaapaaaapaaapaaaapaapapaapaapaaaapaaaaaaapaaaaaapaaaapaaapaaaapaapapaapaapaaaappaaaaaappaaaaapaaaaaapapaaaapaapaapapaaaapaaaapaaaaappaaaaapaaaapapapaaaapaapapaapaapaaappaapaaaapaaaaaapaaaapppapaaaaapapapaaapapaaaapaaaaaaappaaaaapapaappaappaaapaapapaapaapaaaapaapaaaappaaaaapapaapapappaaapaapapaapaaaaapppapapaaapppaaaapapaapppappaaapaapapaapappapappaapapaappaaaaapappappppppapapaapapaapaapapapppppapaappapaaapppaapppapppappappapaapaapaaapppppappappaaaaapppappppappapappapaaappaaaapapppppapapppaappppppaapppapppppppapppaapaapaaa
