"archipelago_ID","sample_ID","observed_c_score","actual_sample_size","effective_sample_size","mean_c_score","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
2,17,0.758752040631235,6099,1018.64888244628,0.755549977163488,0.620593539924578,0.381210034431874,"==",0.161937105730601
2,18,0.835752952755906,4999,1022.42331801668,0.820881056132486,0.78875775155031,0.213242648529706,"==",0.708959119595521
2,19,0.893939393939394,4899,1005.68713517019,0.914977998550125,0.184527454582568,0.816493161869769,"==",-0.880901192720954
2,20,0.741810277907157,5599,1013.37053890467,0.759549017877219,0.101625290230398,0.900517949633863,"==",-1.1888303937872
2,21,0.825139544869043,5999,1001.70137417931,0.838829424912739,0.302217036172695,0.699116519419903,"==",-0.586196962575619
2,22,0.673563218390805,7199,1001.54823807145,0.673127201042716,0.559244339491596,0.442005834143631,"==",0.0249412928569652
2,23,0.604108309990663,5999,1006.4631895866,0.6160307197735,0.217702950491749,0.784630771795299,"==",-0.778784969707965
2,24,0.75968992248062,4699,1017.5153900497,0.770414847397085,0.321132155777825,0.682485635241541,"==",-0.528935626282227
2,25,0.598072894847088,5299,1010.77909165461,0.612002865429866,0.187771277599547,0.814493300622759,"==",-0.854189611264035
2,26,0.854160423534112,6199,1004.7847548801,0.86406101860304,0.316502661719632,0.685755767059203,"==",-0.544025675825936
2,27,0.715222680630488,7199,1001.80268979863,0.683941242882462,0.929017919155438,0.0715377135713293,"==",1.5675710081595
2,28,0.990196078431373,4799,1015.2939957417,0.944508274009518,0.929777036882684,0.0706397166076266,"==",1.57425732011482
2,29,0.823732856290996,5399,1014.24115095692,0.810539971679201,0.784774958325616,0.216336358584923,"==",0.695640022388814
2,30,0.9376267143709,4999,1009.39181596901,0.941290368986141,0.48369673934787,0.517703540708142,"==",-0.178122533232028
