K,sample_ID,S,H,no_spp_niche_0,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
1,28,61,16,61,1,3,11,10,16,19,22,24,32,32,36,42,45,46,52,57,paaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappapppappaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaaapppappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppaapapapppaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppaapppapappppapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppapppapappppapppppaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppappppppapppppppaappppppaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppaaapaaaapppppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppaaappppppaaapppaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppapppppaapaapppppaaaaaaaaaaaaaappppppppppppppppppppppppppppapppppppapaapppapaapppppaaaaaaaaappppppppppppppppppppppppppppppppppppppapappapaaapaapppaaaaaaappppppppppppppppppppppppppppppppppppppppappapappapppappppaaaappppppppppppppppppppppppppppappppppppppppppappapppppppapppppp
1,29,60,16,60,2,3,7,10,13,16,23,23,25,29,31,32,36,43,47,49,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaapppaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapappapppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppappppappppapapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppppppppapapapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppapappppaaappppaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppappppapaaaappppaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppapappppaaappppapaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppappppppaapaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppappppppaaappppppppaaaaaaaaaaaaapppppppppppppppppppppppppppppapppppppaapapaapaappppppppaaaaapppppppppppppppppppppppppppppapppppppapappaapapaapapaapppppp
1,30,63,16,63,1,2,8,7,15,16,22,22,27,32,42,38,46,53,50,56,paaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappappppapppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppppppaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppppppaapppppaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppppapppppppppapaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppapppppppppaappppaaappppppaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppapappppapppppappppppppaaaaaaaaaaaaaaaaappppppppppppppppppppppppppapppppppaapaapaaaaapppaaaaaaaaaaaaaaappppppppppppppppppppppppppapppppppappapappappaaappppppaaaaaaaaappppppppppppppppppppppppppppppppppappappppappppaappppapppppaaaappppppppppppppppppppppppppappppppppppappppappppaappaaaaaappppaappppppppppppppppppppppppppppppppppppppppppapppppappppaaaappappp
1,31,82,16,82,3,5,8,13,16,20,27,35,36,46,53,57,63,65,78,74,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapappapaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapppapapaaappaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppapppaaaapapapaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppppppapppaaaaapppppaaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppappppapppppappppappppaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppappppappppppppppapppapppappaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppappppppppppppppappppppaapappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppppppappppaapapppppppppaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppapppppppppppppppppppppappppappappappaapppppppppaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppppppappppppppppaappappppapppapppppaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppppppppppapppppppppappppapapappaaappppaaaaaaaaapppppppppppppppppppppppppppppppppppppppppppppppppppppppppppapppappppppapapppppppppppppppppppppppppppppppppppppppppppppppppppppappppppppppppppppppappppppppapaapapaap
1,32,61,16,61,2,4,5,8,11,15,25,25,26,35,38,41,41,51,55,59,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaapaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppapppappappapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppappppppppappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapppppppppappppapaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppapppappaaapaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppaappppapppaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppappappaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppappaapppppaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppaaapapaapppaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppppppppaapppppppppaaaaaaaappppppppppppppppppppppppppppppppppppppappppppppppppapppppaaaapppppppppppppppppppppppppppppppppppppppppppppppppppppppaapppp
1,33,68,16,68,1,2,2,3,11,14,17,19,22,30,30,34,39,45,51,57,paaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaapppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppappppappappappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppaapaapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapppapppaaaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapppapppaaapapaaapppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppapppaappapapaappaappappppaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapppapppaappapppaapaappppppppppppaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppaappapppaapppppppappppaappppppaaaaaaaaaaaaaaapppppppppppppppppppppppaappapppppppppppppppppapappaaappppppaaaaaaaaapppppppppppppppppppapppappppppppppppppppapppaapappppapapaaappppppppp
1,34,69,16,69,2,4,5,6,12,19,20,22,26,32,38,40,43,58,58,61,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapapaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppapapapppappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppaappappaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapaapppppaaaaaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppapppppapapaappaappppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppappppppppaapapppappppppppapppppaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppappppppapappppppapppappapppppaappppaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppapppapppppppppappaaaaappppaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppppppppappapppappppppppppppaaaaaaaapppppppppppppppppppppppppppppppppppppppppapappppaapapppapaaapppppppaapppppppppppppppppppppppppppppppppppppppppppppppppppappaaappapapappapp
1,35,60,16,60,2,3,6,6,12,12,16,22,25,26,31,37,41,46,50,55,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaapapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaappppaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaappappapppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppappppapppppapapaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppappppppppppappppapaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaappppappppppppppapppaaappappapaaappppaaaaaaaaaaaaaaaaaaaaaaaappppappppppppppapppppaappppapappaapappppaaaaaaaaaaaaaaaaaaaappppapppppppppppppppapppappppappaapappappppppaaaaaaaaaaaaaaappppappppppppppapppppppppppppappaapappapppaappppppaaaaaaaaaappppapppppppppppppppppppppppppppppppppapppaapapppappaaaaaaaappppapppppppppppppppppppppppppppppppppppppappappappapppaaaaappppppppppppppppppppppppppppppppppppppapppapppppppappaappppp
1,36,80,16,80,2,4,5,7,13,19,22,20,33,29,40,50,57,55,68,74,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppappappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppaapapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppapppppppappappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppappappppaapapapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppaappppppppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppappapappapaapppaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppapppppppapppaaappppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppapppppppapppppppppppppapapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppppppppaaaappppppapapppppppppaaaaaaaaaaaaaaaaappppppppppppppppppppapppppppappppapppppapaapppppppppappaapaaappppppaaaaaaaaaaaaappppppppppppppppppppapppppppppppppppppppppappppppppppppapppapppapppppppppaaaaaaappppppppppppppppppppppppppppppppppppppppppppapppppppppppppppppppppaaapapappppppp
1,37,62,16,62,5,2,6,6,13,18,20,22,29,35,37,44,47,54,57,56,pppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappappaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppappaapappaapappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppapppaaappaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppaappapppppappappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppaapppppppppapppppaapppppppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppappppppppppppppppapaaaaapppppaaaaaaaaaaaaaaaaaapppppppppppppppapppppppppppppppppppaappapppapppppaaaaaaaaaaaaappppppppppppppppppppppppppppppppappappapppppppppappaaaaaaaaaaapppppppppppppppppppppppppppppppppppapppppppppppppppppppaaaaaaappppppppppppppppppppppppppppppppppppppppppppppppppppapppppaaaapppppppppppppppppppppppppppppppppppapppppppppppppppaaappaapppp
1,38,56,16,56,4,6,7,10,12,18,19,27,27,35,39,45,46,48,49,55,ppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapapaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapapapaappaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapppappppapppaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapappppapappaaappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppappppppppppppppppppppappaaaaaaaaaaaaaaaaaaaaaaaaaaapppapppppppppppppppppaapppappppaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppapppappppppaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppapapappapppppppaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppappppppppppaaaaaaaaaappppppppppppppppppppppppppppppappppppappppppppppaaaaaaaappppppppppppppppppppppppppppppppppppppppapppppaapppaaaaappppppppppppppppppppppppppppppppppppppppppppppaapappaaaappppppppppppppppppppppppppppppppppppppppppppppappppppppp
1,39,72,16,72,2,5,3,8,11,14,20,24,30,35,44,51,57,61,62,66,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapaaapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppaaaapaapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppappappppaaaaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaappappapappppaaapaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppapappppppapaaaaaaapapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppapapppppaapapaaapaapppapapapppppppaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppappppppapapapapppppppppappapppapppppaaaaaaaaaaaaaaaaaaaappppppppppppppappppppppapppppppppppppppappapppaapppppppppaaaaaaaaaaaaaaapppppppppppppppppppppppapppapppppppppppappppppappappappppppppppaaaaaaaaappppppppppppppppappppppppppppppppppppppappppppaappppapppppppappppppaaaaapppppppppppppppppppppppppppppppppppppppappppppppppppapppppppaapapaappaaapppppppppppppppppppppppppppppppppppppppappppppppppppapppppppappapappappp
1,40,75,16,75,3,2,3,7,10,16,22,26,28,31,34,41,48,50,65,65,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaappapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppapaapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappppapaappapppapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppaappppppappppappappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapppppppppppappappaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapppppppppppappappaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppaappppppppppppppappaapapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppappppppppppppppapppapapppapppappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppapppppapapppppapaaappppppppppaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppaapapapppppapappaaapppppaappppppaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppppppppppppappppaapappppappppppppppaaaaappppppppppppppppppppppppppppppppppppppppapppapppppapppppappapappapaapappppp
1,41,67,16,67,3,5,4,11,9,17,21,26,30,35,41,47,49,55,59,66,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppppppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppppppppapaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppppppppappapappppaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppppppppppppappppapaapapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppppppppppappppppppaapppapaaappppppppaaaaaaaaaaaaaaaaaaaaaaaapappppppppppppppppppppppppappppppapppppppapppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppappappppppappppppppppappppppaaaaaaaaaaaaaaaapapppppppppppppppppppppppppppppppppppppppppppaaapaappppaaaaaaaaaaaapapppppppppppppppppppppppppppppppppppppppppppapappapaaapppppppaaaaapapppppppppppppppppppppppppppppppppppppppppppapappapppppppppapppaaapppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppappp
1,42,55,16,55,2,4,6,9,12,19,16,23,22,33,34,36,40,43,47,50,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapppppapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppapaaaapaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappppppppppaappppapapapppaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppapppppappppppppaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppapppppaapppaaaaaaaaaaaaaaaaaappppppppppppppppppppapppppppappaapppappppaaaaaaaaaaaaaappppppppppppppppppppapppppppppapapppapppappppaaaaaaaaaappppppppppppppppppppppppppppppppapppappppaaaappppaaaaaapppppppppppppppppppppppppppppppppppppppppaaaappaappppaapppppppppppppppppppppppppppppppppppppppppapppapaapapppp
1,43,61,16,61,3,5,7,8,8,17,24,28,30,34,38,42,47,49,50,56,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaapapaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappapppapppapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppapppppaapppapppppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappappppppppppapapapaaapppppppppppaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppapapapapppppaaaapapppaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppapppapppppppapapaaaappppaaaaaaaaaaaaaaaaaaappppppppppppppppppapppppapppppapppappappaapppaaaaaaaaaaaaaaaappppppppppppppppppppppppapppppapappppappappaappppaaaaaaaaaaaappppppppppppppppppapppppapppppapppppppppppppapapppppaaaaaaaaappppppppppppppppppppppppppppppappppppappppapppapppapppaaaaaaappppppppppppppppppppppppppppppappppppapppppppaapppapaapppaaaappppppppppppppppppppppppppppppapppppppppppppapapppppapppapppp
