K,sample_ID,S,H,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
7,27,71,16,7,11,7,9,16,12,9,7,7,7,7,7,7,14,15,18,25,29,34,42,42,51,61,paaaaaapaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaapaaaaaaaaaaaaapaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaapapaaappaaaaaaapappaaaaaaaaaaaappappaaaaaaaaaapaaaaappaaaaapaaaaaaaaaapppaaaapppaaaaaapapapaaaaaaaaaaaaapapaaaaaaaapaaaaaaappapaaapaaaaaaaaaappapaaapppaaaaaaaapappaaaaaaaaaaapappaaaaaaappaaaaaaapppaaaapppaaaaaaaappppaaappaaaaaaaaapappppaaaaaaaappppppaaaaaaapaapaaaappaapaappapaaaaaaappppaaappaaaaaaapapapppaaaaaaaaapppppppaaaaappppapaaappaaaaappaappaaaaappppppappppaaaaapapapppapaaaaaaappppppapaaaappappapaappppaaappappaaaaaappppaaapppapaaaappppppppppppaaaappppppppaaaappppppaaappapaaappappappaaappppapapppaapaaapppappppapappaaappppppaappaappppappaappppaaappppappppaappppapapppapappppppapppppaappppapppppppaaapapppppppaapppppppppppappaappppppppppppppaapappppppppapappaapppppppppppppppppppppp
7,28,62,16,6,12,7,10,11,7,9,7,7,7,8,8,11,10,15,17,22,31,36,36,45,50,51,paaaaapaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaapaaaapaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaapaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaappaaaaaaaaapaaaaaaaapaaaaaapaaaapaaaaaaaaaaappaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaapppaaapaaaaaaaaaaapaaaaaaapaaaaaaaapaapaaaaaaappaaaaaaaaaapaaapppaaapaaaaaaaaaaaapaaaaappaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaapppaaapaaaaaaaaaaapppaaaapaapaaaaaapaaaaaaaaaappaaaaapaaapapaappaaaappaaaaaaaaaappaaaaappaapaaaaappapapaaaaappaaaaapapaaaaaappaaaapaaaaaaaaaaappapaaappppppaaaapppaappaaaappaaaaaaappaapaapppaaapapppaaaaaaappapaaapppppapaaapppaapppaaapppaaaaappppppaapppaaapppappppaaaappppaaapppppaaaaapppapppapaappappaapppapppaapppaaapappappapaaappppaaappppppppaapppaapppaaapppaaaapapppappapppppapapaappaappappppaaapppppppppapppaapppapapppppaappppppppppppaapppppappaapapppppppappppppppaappppppppppapppappapppppppppppppaapppppppaaaappppppapppppppppapppppappppppppppappppppppppa
7,29,61,16,13,7,6,9,6,9,11,7,7,7,7,8,8,13,18,23,27,28,38,43,49,53,55,paaaaaaaaaaaapaaaaaapaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaapaaaaaaaapaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaapaaaaaapaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaapaaaaapaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaapaaaaaaaaappaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaappaaaaaaapaaaaapaaaaaaapaaaaaaaaaaaaapppaaaaaaappaaaaappaaaapaaaaaaaaapapaapaapaaaaapaaaaaaaaaaapapappaaaaaappaaaaappaaaapappaaaaapppaaaappaaaaaapaapaaaaaaapaapppapaaaaapppaaaapapaaapapaaaaaappaapappapaaaaapappppaaaaapaapapppaaaaappapaaappaaaappaappaaappappapppppaaaapapappaaaaappppappppaaaappapaaappaaaapapaapaaapppappppppaaaaapaapapaaaaapppppppppppaappappaappppaappppappaapppapapppppaaaapaaapppaaaappppppppappaappapppapppppapappppapapppppappppppaaapappppapaaappppppppppppappapppppppppappppppaaappppppppppapppapappppppaaapppppppppppapppappaapppppappppppapppppappppppppppappppppppppppppppppppppaapppppppppppppppppppappppppppppppppppppappppapppa
7,30,68,16,12,15,10,10,8,8,5,7,7,7,7,9,9,16,18,21,27,39,38,44,52,62,64,paaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaapaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaapaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaapaaappaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaapapaaaaapaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapppaaaapaaaaaaaaaapaaaaapaaapapaaaaaaaaappaaaaaaaaaaaaaappaaaaaaaaaapapaaaaaaappaaapaapppaappaaapappaaaaaaaaaaapappaaaaaaaaappaaaaaaapaappaaaaapapapaaaapaapaaappaaaaapppaaaaaaaapppaaapaaaaaaaappaaaaaaapaapppaaaapapapaaapaaapapappaaapappaaaaaaaappaaapaapaaaaaaapppaaaaaapaappppaaapppppaaapapappapppaaappppppaaaaaapppppppppaaaaaapppppaaaaappapapppaappppppaapppapaaapppaapapppaaaaaaappapppppppaaaaaapppppaaaappappppaaapppppaaapppppaapppapappppppaaaaaappappppppaaaaaapppppapaaappapppappapppppppappppppppppaaappppppaaaaaappapppppppppaaapppppappaappppppppaappppppppppppppappppppppppppppppaappapppppppppppappppppappppppppppppppppppppppppppppppppappppppppapppppppppppppppppapppppppppppppappppppppppppppppppppppppppap
7,31,72,16,11,17,11,8,8,11,6,7,8,8,8,8,13,13,21,19,30,33,41,43,49,58,64,paaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaapaaaaaappaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaapapaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaappaaaaapaaaaaaaaaapaaaaapapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaapaaaaaaappaaaaaaaapppaaaaaaaaaaaaapappaaaaaaapaaaaaaaapapaaaaaaapaaaaaaapaaaaapapaaaaaaaaapaaaaaaaaaaaaaaapppaaaaaaaapaaaaaaaappaaaaapaaapaaaaaappaaaapppaaaaaaaappapppaaaaaaaaaaapaaapaaaaaapppaaaaaapppaaaapaappaaaaaappaaaaaapppaaaaaapaappapaaaaaaaaaaaaaaapaaaaaappaaaaapppapaaapappaaaaaaappaaaapppaapaaaaapppppappaaaaaaaaapapaapaaaaappppaaaappppaaaappappppaaaappaaaappppaapaaaapppppapappaaaaaaapppapppaaaapppaaaaappapaaaapppppaapaaappaaaapppaaapaaaapppppppppappaaaaapppapppaaaapppppaaappppppaapppppaaaaaappppaapppaaappaaappppappppppppaaaapppappapaaapppppaaapppppaaappppppapaaappapaappppaapapaapppppppppappppaaapppapppapaapppppppappppppaappppppapaaappapaappppappappappppppppppppppppppppapppaapappppppappppppappppppppappaappppaappppappaapppppppppppppppappappppppaapppppppppppppppppapppppppppppppppppp
7,32,81,16,12,12,14,8,10,15,10,7,7,7,7,11,9,10,15,19,23,35,37,46,54,60,73,paaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaapppaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaappaaaaaaaapaaaaaaaaaaaaaappaaaaaaaapaapaaaaaaaaapaaaaaaaaaapapaaaaaaaaaaaapaaaaaapaaaaaaaaapaapaaaaaaaaaaapaaaaaaaaapppapaaaaaaapapaaaaaaaaappaaaaaaaaaaaaapapaaaapaaaaaaaaapaapaaaaaaaaaaapapaaaaaaapapaapaaaaaappapaaaaaaaapaaaaaaaaaaaaappapaaaapppaaaaaaapaaappaaaaaaaaapppaaaaaaappappaaaaaaappapaaaaaaaappapppaaaaaaaappppaaaappaaaaaaaapaaapapaaaaaaaapapaaaaaaappppappaaaaapppapppaaaaappppppppaaaaaappppaaaapppaaaaaaapaappppaaaaaaaapppaaaaaaapappppapaaaapppppapaaaaappapppapaaaaaapppppaaappppaaaaaapapppappaaaaaaappppaaaaaappppppapppaapppppaapaaaappppppappaaaaappppappappppaaaaaapppppppppaaaaaappppaaaaaappppppppaapapppppapppaaappppppapppppaappppaaappppppppaaapapppppaappaaaapppapppaaapppppppppapapppppapppaaapppppppppaaapapppppppapppapappaapppppppaappppaapppppapppapppppppppappppppppppppppppppppppppapappppppppapppppppppppppppppapappppppppppapapp
7,33,73,16,9,8,13,6,13,9,15,7,7,8,7,9,11,11,19,24,31,34,47,52,54,60,64,paaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaaapaaaaaapaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaappaaaaaaappaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaapaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaapppapaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaapappaaaaaaapaaaaaaaaaapappaaaaaaaaapaappaaaapappaaaaappaaaaaaaaaapapaaaaappaaaaaaaaappppaaaaaaapppaaaaaaaaaappaapaaaappppaaaaapapaaaaaaaaappapaaaappappaaaaaappapaaaaaapppppaaaaaaaaapppappaaappppaaaappappppaaaaaappaaaaaapppppppaaaapppaaaaaaapppapaaaaaaaaapppapapaappppaaaappaappppaaaaappppaapappppaaapaaapppaaaaaaappppppaaaaaaaappappappapppppppappppppppaaaaappppaapapppppppaaaapppapaaaappppppppppaaaaapppppapaappppappppppppppppppaappppaapapppppaaapaappppapppappppppppppaaaaapppppapaappppapppppppppppaappappppaapapppppppapaappppapppapppppppappppaaapppppappappppappappppppppaappapppppapappppppppppappppappppppppppppppapppapppppapapppppppppppppppppaapappppppppppppppppppapppppapppappppppppppapppp
7,34,61,16,4,12,6,9,12,6,12,7,7,7,8,8,7,11,16,18,21,24,30,36,42,53,49,paaapaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaaaapaaapaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaapaaapaaaaaaaaaaaaapaaaapaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaapaaapaaaaaaaaappaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaapaaapapaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaapaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaapaaaapaaaaaaaaaaaapaapapaaaaaaaaaapaaaaapaaaaaaaappaaaaaaaaapaaaaapppaaaaaaaaappappppaaaaaaaaapapaaappaaaaaaaappaaaaaaaaapaaaaapappaaaaaaaappaapppaaaaaaaaappppaapppaaaaaaapaaaaaaaaaapppaaappaaaaaaaaaappaapapapaaaaaaappppaapppaaaaaaappapaaaaaaapppaaapppaaaaaaaaapppppppapaaaaaaappppaappapaaaaapppaapaaaaaappaaaapappaaaaaaaapppppppappaaaaaapppppapppapaaaappppaaaaaaaappppaappppaaaaaaaapppppppppaaaaaaapppppappppapaaapppppappaaaappppaappppppaaaaaapppppppppppaaaaapppppappppaaaaapppppappppaappppppppppapppaaaappppppppppappppppppppappppppppapppppapppapapppppppppppapppppappppppppppaapaaappppppppppppppppppppapppaappppppappppppapapap
7,35,75,16,11,18,15,8,8,7,8,7,7,8,9,8,7,12,17,23,26,31,46,48,55,60,68,paaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaapaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaaaaappaaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaappaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaapaaaaaaaaappaaaaaapaaaaaaaaaaaaaaaaaapaapaaaaaaaaaapapaaaaapaapaaaaapaaaaapapaaaaaapapaaaaaaappapaaaaaaaaaaaaaappaaapaaaaaaaaapaappaaapapaaaaaapaaaaaaaapppaaappaapaaaaappaappaaaaaaaaaaaapaappaaaaaaaaaapaaaaaaappapaaaappaaaaapppppppaappppapaaaappaapaaaaaaaaaaaaapppppaaaaaaaaaapapaaaaapaapaaaapppaaaapappapppppppapappaaappapppaaaaaaaaaaaappppaaaaaaaaaapaaapaaappaapaaapppaaaappppppappppppppaaaappapppapaaaaaaaaaappppppppppaaaaapappppaapppppppappppaaappppppappppppapppaapppappppppppaaaaaapppppapapapaaaapappppaappppaaaappppaaappppppppppppppppapapppappappppppaaaaapppppppapaappaappppppaapppppapapppppaapppppppppppppppppaapppppppppppppppaaapppppppaappappapapppppappppapppppppaaapppppppppppppppppapppppppppappppaappppppppppapppapppppppppppppppapppppppppppppppppp
7,36,49,16,10,7,6,10,4,4,8,7,7,7,7,7,7,11,11,16,22,19,28,33,35,42,45,paaaaaaaaapaaaaaapaaaaapaaaaaaaaapaaapaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaapaaaaaaaapaaapaaapaaaaaaapaaaaaaaaapaaaaaapaaaaaapaaaaaaaapaaapaaapaaaaaaapaaaaaaaaapaaaaaaaapaaaapaaaaaaaapaaapaaaapaaaaaapaaaaaaaaaapaaaaaapaaaaaapaaaaaaapaaapaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaapaaaaaaaapaaapaaapaaaaaaappaaaaaaaappaaaaapapaaaappaaaaaaapaaapaaapaaaaaaappaaaaaaaappaaaaapapaaappaaaaaaaapaaapaaaaapaaaaapapaaaaaaapppaaaapapaaappppaaaaaapaaapaaapppaaaaapappaaaaaapppaaaapapaaapppppppaaappaappaapppaaaaappaaaaaaaapppaaaappppaapppaaapaaapapapaaapppaaaaappaappaaaapppaaaapppppappppappppapappppaapppaaaaappppppaaaapppaaaappppaapppppppapapapppppappppppaapppppappaappppaaapppppapppppppppppaaappapppppapaapppppppppppppppaapppppppppppppppappppppaappppppaappppppppppppppppppppppppppppppppppappppaappppappp
7,37,67,16,12,9,13,9,8,10,6,7,7,7,7,8,8,12,14,19,27,29,33,49,48,56,59,paaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaapaaaaappaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaapapaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaapaaaappaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaappaaaaapaaaaaaaapaapaaaaapapaaapppaaaaaaaaappaaaaaaapapaaaaaaaaaapapaaaaaapaaaaaaaappaaaaaaapaapaappappaaaaaaapppaaaaaapaapaaaaaaaaappapaaaaapaaaaaaaapppapaaaapapaaappaaapaaaaaappppaaaaapapapaaaaaaaapppappaaappaaaaaappppappaaapapppappppaaaaaaaapppappaaapappaaaaaaaaapppppppaappaaaaaappppaapaaapappaappppapppaaaapppaaapaappppappaaaaaappppppaaapaaaaaaappppapaaaapappapppppapaapppapppaapppappppappppppaappppppppapppppaaappppapppaappppappppppppppapappppappppppppappapppaapppppppaappaaaaaapppppppapappppaappppppppppppppppappppppppppppppppppppppppaappaaapaappppapppaapppppppppppppppppappppapppappppapppppppppppppppapppppaappppppappppppppppp
7,38,63,16,9,14,12,6,5,6,11,8,7,7,7,10,10,12,16,17,28,32,36,38,44,49,59,paaaaaaaappaaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaapaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaapaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaapaaaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaapaaapaaaaaaapaaaaaaaapaaaaaaaapaappaaaaaaaaapaapaaaaaaaapaaaaaapaaapaaaaapaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaapaaapapaaapapaaaaaaaappaaaaaaaaaaapaaaaaaaaaappapaaaaaaaapaaaappaaapaaaaapaapaaaaaaappaaaaaaapappapaaaaaaaappaaaaaaaaaapppaaappaaapaapaaaaaapaaaaaappaaaaaaaapaapaaaaaaaaappaaaaaaaaaapppaaappaaappapaapapapaaaaaappppaaaaaapapppaaaaaaaapppappaaaaaappppaapppaapapapapppppaaaaaapppappaaapppppppaaaaaaappppaaaaaaaappappapppaappppaappapppaaaaapppppapaapppppppaaaaaaapppappaaaaaapppppapppaappppappppappaaaaappapppaaapppppppaaaaaaappppppaaaaaapppppappppappppapppppppaaaaappppppppapppppppppaaaaapppppppaaaaapppppapppaappppppppppppaaaaapppppppaapppppppppppppappppppapaaaapppppappppapppppppppppppaaaappppppppppppppppppapappppppppaapppppppppppppppppppppppppppppppp
7,39,62,16,7,6,10,7,5,8,19,7,7,7,9,9,9,10,15,17,21,26,31,42,39,45,56,paaaaaapaaaaapaaaaaaaaapaaaaaapaaaapaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaapaaaaapaaaaaaaaapaaaaapaaaaapaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaapaaaaaaaaaapaaaapaaaapaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaapaaappaaaaaaaapaaaaaapaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaappaaapaaaaaaaaaaapaaaapaaaappaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaapaaapaaaaaaaaaapaaaaapaaaaaapaaaaaapaaapaaaaaaaaaaaaaapaaaaaappaaappaaaaaaaapaaaaaapaaaapaaaaaaaapapaaaaaaaaaaaaaaaapaaaaaappaaaapaaaaaaaappppaaappaaaappaaaaaapapapaaaaaaaaaaaaappaaaaapaaaaapppaaaaaaapppaaaapaaaappapaaaaaaapapppaaaaaaaaaaaapaaaaaappaaapppaaaaaaappppaaappaaapppaaaaaapapapapppaaaaaaaaappaaaaaapppaappappaaaaappppaaappaaappaaaaaaapapppaapppppaaaaaappaaaaapppaaapppaappaaapppppaappaaappppaaaaapapppppppppaaaaaaappppaaapppppapppappaaaapppppaapppaappppppaaappppppppppppppaaaappppppappppaapppppaaaaappppppappapppppaaaaapppppppappppaaaaaaappapaaappppapppppppapaapppppppppaappppapppappppppppppppaaappaapppppapppppppppppppaapppppppppppppappppppppppppppppppppppaappp
7,40,56,16,6,7,12,4,6,10,11,7,7,7,7,8,11,13,15,20,25,22,29,35,38,46,49,paaaaapaaaaaapaaaaaaaaaaapaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaapaaaaaaaaaapaaapaaaaapaaaaaaaaaapaaaaaaaaaapaaaaapaaaaapaaaaaaaaaaapaaapaaaaapaaaaaaaaaapaaaaaaaaapaaaaapaaaaaapaaaaaaaaaaaapaapaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaapaaaapapaaaaaaaaapaaapaaaaapaaaaaaaaaapaaaaaaaaaaapaaapaapaaappaaaaaaaaaaapaaapaaaapaaaaaaaaappapaaaaaaapaapaapaaappapapaaaaaaaaaapaaaapaaapaaaaaaaaaappapaaaaaapaapaapapapaaappaaaaaaaaappaapapaaappaaaaaaaaapaapaaaaaapaapaapapapapppppaaaaaaaappaapppaaappaaaaaaaaappapaaaaaapppaaapppappapappaaaaaaaapppapppaaapppaaaaaaaapappppaaaapapaaapaaappapppppaaaaaaappaapppaaapppaaaaaaaappppaaaaaapappaappppppppppppaaaaaaapppapppaaapapaaaaaaaappppppaaaapapppappppppppppppaaaaaaapppapppppappppaaaaaappppppapaaapappaapappppppppppppaaaaapppappppapppppppaaaapppppppapaapppppppppppppppppppappaaapppppppppapppppppaaapppppppappappppappppppppppppppaapppppppapppppapppppppppppppppppapap
7,41,57,16,6,5,13,7,7,14,5,7,7,7,7,8,9,14,12,18,19,24,28,31,35,43,44,paaaaapaaaapaaaaaaaaaaaapaaaaaapaaaaaapaaaaaaaaaaaaapaaaapaaaaaapaaapaaaaaaaaaaaaapaaaaaapaaaaaapaaaaaaaaaaaaapaaaapaaaapaaaapaaaaaaaaaaaaaapaaaapaaaaaaaapaaaaaaaaaaaapaaapaaaaapaaaapaaaaaaaaaaaaaaapaaapaaaaaaaapaaaaaaaaaaapaaaaapaaaaapaaaappaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaapaaaapaaaaapaaapaaaaaaaaaaaapaaaaaapaaaaaaapppaaaaaaaaaaapaaappaaaappaaaaaapaaaaaaaaappapaaaappaaaaappapaaaaaaaaapaaaappaaaappaaapaapaaaaaaaaaapaaaaappaaaaaaapaaaaaaaaaaappaaappaaaappaaapaappaaaaaaaapaapaaapppaaaaappappaaaaaaaappaaapppaaappaaapaaaapaaaaaaappapaaapppaaaaappaaapaaaaaaapppaappaaaappaaapppaaapaaaaaappapppapppaaaaappappapaaaaaapppaappaaaappaaapapppapaaaaaappppppappppaaaappappappaaaaapppaappaaaappaaappppaapaaaaaappppppappppaaapppappppppaaaapppaappapaapppaapappapppppaaappppappppppaaapppapppppaaaaapppaapppapppppaapppppppaaappappppapppppappapppapppppappaappppppppaaappppppppppppaapaapppppapapppppappppapppppapappppppp
7,42,66,16,10,9,11,13,8,6,9,7,7,7,8,7,10,9,20,18,22,33,33,40,43,51,58,paaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaapaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaapaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaapaapaaaaaaaaaapaaaaaaaapaaapaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaapaaaaaaaaapaaaaaaaapapaaaaaappaaaaaaaaapaaaaaaaaaaaaapaaaaaappaaaaapaaaaaaappaaaaaaaapaapaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaapaaaaaaaapppaaaaaaappaaaaaaappppaaaaaaaaapaapaaaaaaappppaaaapppaaapapaaaaaappapaaaaaaapaaaaaaapppapaaaaaapaapapaaaaaaaappaaaaappapaapapaaaaaappppaaaaaappapaaaaapppapaaaaaapaaapaaaaaaaaappaaaaapppaaappppaaaaapppappppaappppaaaaappaaaaaaaaappppppppaaaaappppaaaapppaaapppppaaaappppaaaaaappappaaaappapaaaaaaappppppapaaaaappppaaaapppppappppppaaappppappaaapppppaaaappppaaaaaaappppppppaaaaapppppaaappppaapppppappppppppaapaapppppaaaappppappaaaapppppppapaaaapppppppappppaapppppapapppppapappappppppaaappppappppaapppppppapppaappppppapppppapppppppppappppppappppppppapppppppapappppppppppppppppppppppppappppappppppppaa
