K,sample_ID,S,H,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
5,27,62,16,7,13,17,16,9,5,6,8,5,7,10,18,19,23,27,34,40,44,46,51,57,paaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaappaaaaaaappaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaapaaaaaappaaaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaapaaaaapappaaaaaaaaaaaappaaaaaaaaaaaappaaaaaaaaaaaaaappaaaaaaappaaaaappapaaaaaaaaappaappaaaaaaaaaaapppppaaaaaaaaaaappappaaaappaaaaappppaaaaaaaaapppaapaaaaaaaaaaappappaaaaaaaaaaappapppaaapppaaaappppaaaaaaaaapppapapaaaaaaaaaappppppaaaaaaaaaappppaapaapppppaappppaaaaaaaaapppapaappaaaaaaaapppppapaaaaaaaaappppppaaappppapapppppppaaaaaappppppaappaaaaaaapppppppaaaaaaaaapppppappappppaaappppppppaaaaappppppaapappaaaaappppppppppppaaaapppppappappppapappppppappaaaappppppappppaaaaaappppppppppappppappppppapappppapppppppppapaaaappppppappppppaaaappppppppapapppaappppppppappppppappppppppappaapppppppppppaappaappppppppppapppapppppppppapppppppppppppppppapppppppppppppaapappppppppppppapppppppppppppp
5,28,61,16,12,15,11,14,9,5,5,6,5,11,11,15,17,22,25,27,33,37,39,50,57,paaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapapaaaaaaaaappaaaaaaaaaaaapappaaaaaaappaaaaaaaaaaaaappaaaaaaapaapaaaaaaaappaaaaaaaaaaaaappaaaaaaaapappaaaaaaaaaaappaaaaaaapppaaaaaaaapppaaaaaaaaaaaapapaaaaaaaapppaaaaaaaaaaaappppaaaappppaaaaaaaaapppaaaaaaaaaaapppaaaaaaaapppaaaaaaaaaaappapapaaappappaaaaaaappppppaaaaaaaaapppaaaaaaaapppaaaaaaaaaaappppaappapppppaaaaaaapppppappaaaaaaapppaaaaaaaapppppaaaaaaaaappppapaaapppppaaaaaaapppppapppaaaaaapppaaaaaaaapppaappaaaaaaappppppaaapppppppaaaaapppppappppaaaaapppapaaaaaappppaaapaaaaaapppppapppppppppppaaaappppppppaaaaaaapppapppaaaappppapapaaaaaappppppppppppppppappaapppppappapppaaapppapaaaaaapppppppapaaaaapppppppappppppppapppapppppppppppppaapppppaapppppppppppappaaaappppppppppppppppapappppppppppppppppppppppppappppppppppappppppppppppppp
5,29,52,16,11,7,8,15,11,5,5,5,9,7,14,15,16,22,24,32,35,37,40,42,51,paaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaappaaaaaapaaaaaapppaaaaaaaaaaapapaaaaaaaapapaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaappaaaaaaaapaaaaaapappaaaaapppppaaaaaaaaapppaaaaaaaaappppaaaaaapapaaaapapapaaaapppaaaaaaaaaaappapaaaaaaappppaaaaaaapaaaaaapappaaaaapppaapaaaaaaaappappaaaaaapppapppaaaappaaaaapappapaaapppaappaaaaaaapppaappaaaappppappaaaapaappaapapaaaaapppppppppaaaaaappppaaaaaaapppapppaaaappppaaapppppapaappppapppppaaaappppapappaapppppppaaaappappaappppaaappppppppppaappaappppappappapppppppaaaapppppaapppppapppppppppppaaaaaapppppppppaapppppppppaappppppapppppaapppppppppppaapaapppppppapaapppppppppaappppppapppppppppppppppppaaapaapppppppppaapppppppppppppppppppppppppppppppppppppapppppppppppppp
5,30,72,16,12,15,12,23,10,5,6,5,8,11,12,18,27,26,35,37,40,44,54,59,65,paaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaapapaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapappaaaaaaaapppapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaappaaaaaaappaaaaaaaaaapapapaaaaaaaaaapaapaaaaaaaappaaaaaaaaaaaaaaaaaaaaappapaaaaaappppaaaaaaaappppaaaaaaaaaaappaapaaaaaaappppaaaaaaaaaaaaaaaaaaappapaaaaaapppppaaaaaaappppppppaaaaaaappappppaaaaappappaaaaaaaaaaaaaaaaaappappaaaaappppapaaaaaapppapappaaaaaaappappapaaaaapppaappaaaaaaaaaaaaaaaappapppaaaapppppapaaaaapppapppappaaaaappppppppaaaappppapapppaaaaaaaaaaaaappappapaaapppppapaaaaappppppppaappaaappppppppaaaappapappaaapppaaaaaaaaaappapppaaaapppppppppaaapppapppppapapaappappppppaaappapappapaaaapaaaaaaaaappppppaaaapppppappaaaapppppppppapaaaappppppppaaaapppppppapaapaappaaaaaaappppppppaappppppppaaaappppppppppppapappappppppaaapppppppppaapppappppaaaapppppppppappppppppppaappppppppppppaaappapppppppaapppppppppppppappapapppappppppppapppppppppapppppppppppppppppppppppppppppppppppppppppppapppppaaapppppppppaa
5,31,58,16,10,12,10,14,12,5,6,7,6,8,16,16,24,28,39,39,40,43,49,54,52,paaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaappaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaapaaaaaaaaapaaaaaaaaaappaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaappaaaaaappaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaappapaaaaaaapppaaaaaaaappaaaaaaaaapappaaaaaaaaaapppappaaaaaappaaaaaaaaapppappaaaappppaaaaaaapaappaaaaaaaaapapaaaaaaaaapppaaaaaappppppaaaaaappapppaaaaapppppaaaaaaaaapppppaaaaaapppapaaaaaappppappaaaappapappaaaappppappaaaaaappppppapaaaappppapaaaappppppppaaaapppppppaaapppppppppppaaappppppppaaaapppaaaaaaapppppppppaaappppapppaapppppppppaaaaapppppppppppapppaapppaappppppppaaaappppappaaapppppppppappaapppppppppaaappppaapppappppppppaaaappppppppaapppppppppppaaapppppppppaaappppapppapppppppppppaappppppppaappppppppppppaapppppppppppappppapppappppppppppppppppppppppapppppppppppppppppppppppppappppapppapppppppppppaappppppppappppppppppppppapppppppppppp
5,32,68,16,8,14,13,12,21,5,5,5,7,8,15,20,19,27,33,35,38,44,50,51,54,paaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaapaaaaaaaaaaaapapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapapaaaaaaaaaappaaaaaaaaaapapaaaaaaaaaaaaaaaaaappaaaaaaappaaaaaaaaaaapppaaaaaaaaaapapaaaaaaaaappppppaaaaaaaaaaaaaaapppaaaaapppppaaaaaaaaappppaaaaaaaaapppaaaaaaaaappppaapaaaaaaaaaaaaaappaaaaaaappaaaaaaaaaaapppppaaaaaaaapappaaaaaaaapppappappaaaaaaaaaaaappppaaaapppaapaaaaaaaapppaapaaaaaaappppppaaaaaapppppppappaaaaaaaaaaapppapaaapppapapaaaaaaapppppppaaaaaappppppaaaaaapppppppppappaaaaaaaaappppppaapppppaaaaaaaaapppppppaaaaaapppppapaaaaapppppppapapappaaaaaaapppapppapppppaaaaaaaaappppppppaaaaappppppaaaaaapppppppapappaapppaaaappppppaapppppaappaaaaapppppppapaaaappppppppaaaapppppppppppappappaaaappppppaappppppaapppaaappppppppapaaappppppappppappppppppppppppaaappaappppppappppppppappappapppppppapapaappppppapaaaappppppppppppppppapaaappppppaappppppaapapapppppppppppaappppppppppaaapppppppppppppppappaapp
5,33,66,16,12,12,18,12,12,5,5,5,7,10,14,13,20,24,28,33,37,45,50,53,55,paaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaapaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapappaaaaaaaaaaaaaapappaaaaaaaappaaaaaaaaaappaaaaaaaaaapappaaaaaaaappaapaaaaaaaaaaaaappaapaaaaaaaapppaaaaaaaappaaaaaaaaaappappaaaaaaapppaaaaaaaaaaaaaaappaaaaaaaaaapaapaaaaaaaapppaaaaaaaaappppapaaaaaappapappaaaaaaaaaaapaaapaaaaaaapppppaaaaaaappppaaaaaaaappppapaaaaaappppaapaaaaaaaaaaappappaaaaaaappappppaaaaappaappaaaaaappppppaaaaaappppaapppaaaaaaaaappaappaaaaaapppppaappaaappappppaaaaapppppppaaaaappppppppapaaaaaaaapppappaaaaaapppppaaapaaapppppppaaaaappppppapaaaappppppppaappaaaaaappappppaaaaapppppaaappaapppppppaaaaappppppappaaapppppppppappppaaaappappppppaaapppppapppapapppppppppaaapppppppaapaapppppppppappaapppapppppppppaaappppppappapppppppppaappappppppppappapppppppppapppapaaappppppppppaapppppppppppapppppppaapapppppppppapappppppppppapppapaapppppppppppppppppppappppa
5,34,77,16,20,18,11,11,17,5,6,5,7,10,15,15,25,28,34,44,55,57,58,62,69,paaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaapaaaaaaaapappaaaaaaaapapaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaapaapppppaaaaaaaaaappapaaaaaaapapaaaaaaaaaapapaaaaaaaaaaaaaappappaaaaaaaaaaaaaapappaaaaaaaaaaaaapaaappaaaaapapaaaaaaaaapppaaaaaaaaaaaaaaappapppaaaaaaaaaaaapapppaaapaaaaaaaaappapapppaaapapaaaaaaaaapppppppaaaaaaaaaaappappappaaaaaaaaaapppppapppaaaaaaaaappappaapaaapapaaaaaaaappppaapppaaaaaaaaapppppppappaaaaaaaaapppppapapaaaaaaaaappppaappaaapapapaaaaaapppppappppaaaaaaaappppppppppppaaaaaaapppppppppppaaaaaaapppppapaaaappppappaaaapppppappaappaaaaapppppppppppppppaaaaapppppppppapppaaaaapppppppppaappppappaaaapppppappppppppaaapppppppppppaapappaaapppppppppapappppaappppppppppapppppappaaapppppappppppaapaappppppppppppppppapaapppppppppppapaaaaapppppppppaapppppppppaapppppapppapppaaaappppppppppppppppaapppppppppppppappappappppppppaaappppaappppapppppppppppppaaaappppppppppppppppaapapppppppppppapppapppppppppppapppppppppppppppppppppppppaapp
5,35,72,16,20,14,8,18,12,5,5,7,8,10,13,13,17,24,29,37,42,47,54,61,65,paaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaappaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapppaaaaaaaaapapaaaaaaaaaaaaaaaaapaaapaaaaaaaaappaaaaaappaaaaaaaaaaaaaaaappaaaaaaaaaapappaaaaaaaaaaaaaaaapapappaaaaaaaapaaaaaaapapaaaaaaaaaaaaaaappapaaaaaaaapappaaaaaaaaaaaaaaaapapapaaaaaaaaapaaaaaaappapaaaaaaaaaaaaaappaapaaaaaaapapppaaaaaaaaaaaaaaapppapapaaaaaaappaaaaaapaaappaaaaaaaaaaaapaaappaaaaaapappppaaaaaaaaaaaaaapapppppppaaaaapapaaaaapapppapaaaaaaaaaaapaappapaaaaapappppppaaaaaaaaaaaapappppappaaaaappapaaaapappppppaaaaaaaaaappapppaaaaaappppaaapaaaaaaaaaaaappppppppppaaaapppappaappppapppppaaaaaaaappppppappaaapppppapapppaaaaaaaaappppppppppaaaapppppapappppppapaapaaaaaaappppppppapaapppppppappapppaaaaaapppppppppaaaaapppppppappppppppaaapaaaaaappppppappppapppppppappppappppaaapppppppppappaappppppppppppppppapappaaaaappppppapappapppppppapppppaapapaappppppppppppppppppppppppppppppappppppppappppppapappappppppppppppppapaapppppppppppppppapppppppppppppppppppppappapppppppppappp
5,36,53,16,13,10,6,11,13,5,5,6,6,7,8,11,12,12,18,24,30,33,39,42,50,paaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapapaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaappapaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaapppaaaaaaaaaapaaaaaaaaaaaapppaaaaaaapaaaaappaaaaaaaaappppaaaaaaaaapapppaaaaaaaapppaaaaaaapaaaaapaaaaaaaaaappaapaaaaaaaappaapaaaaaaaapppaaaaaaapaaaaapaaaaaaaaaappppaaaaaaaaappppppaaaaaaapppaaaaaaappaaaapapaaaaaaaappapappaaaaaappappapaaaaaapppaapaaaappaaaappapppaaaaapppppapppaaaappaappapppaaapppppppaaappppaapapapapaaaapppppppapaaaappppppaappaaappppppappappapaapppappapaaapppppappapaaappppppppppaaappppppppaapppppapppappppaaappppppppapaaapppppppappppappppppppppppppappppppapaaaapppppppppapaappppppppppappppppppppappppppppppppppppppppppppppppapp
5,37,72,16,14,12,14,13,19,5,5,5,6,12,16,15,17,23,31,38,37,48,57,56,66,paaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaapppaaaaaaaaapaapaaaaaaaaaapppaaaaaaaaaappaaaaaaaaaaaaaaaaapppaaaaaaaaaaappppaaaaaaaappaaaaaaaaaaaappappaaaaaaaapppaaaaaaaaaaaaaaaapppaaaaaaaaaaaappapaaaaaaappaapaaaaaaaaapaapaaaaaaaaappappaaaaaaaaaaaaaapppaaaaaaaaaaapppapaaaaaaapppaaaaaaaaaaapaappaaaaaaaappapapaaaaaaaaaaaaapppaaaaaaaaaaapppapaaaaaaapppaapaaaaaaaapppppaaaaaaaappapppppaaaaaaaaaaappppaaaaaaaaaapppppaaaaaaapppapppaaaaaaappappppaaaaaappppppppppaaaaaaaaappppppppaaaaaapppppppaaaaapppapppppaaaaappppppaaaaaaappappppppapaaaaaaaappppaaaaaaaaaappppppapaaaapppapppappaaaappppppapaaaaapppppppppaappaaaaaapppppaaapaaaaappppppappaaapppppppppppaaapppppppppaaaappppppppppapapppaaappppppaapppaaapppppppaapaapppppppapppppappppppapapppappppppppppppppppppapppppapppaappappppppppaaaappppppppppaapapppppppaapaappppppppppppppppppappppppapppappapppppppppppppppppppppppppppppppppppapaapppppppppppppppppppp
5,38,71,16,20,13,15,13,10,5,5,6,6,8,13,16,23,25,33,39,48,48,55,61,62,paaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaapppaaaaaaaaaaaaaapapaaaaaaaaaaapaappaaaaaaaaappaapaaaaaaaapapaaaaaaapppaaaaaaaaaaaaaaaaappppaaaaaaaaaapppaaaaaaaaaaappppaaaaaaaaapapaaaaaaappapapaaaaaaaaaaaaaapapappaaaaaaappppappaaaaaaaappppappaaaaaapppaaaaaaapppppappppaaaaaaaaaapppaaapaaaaaaappaaapaaaaaaaappppaapaaaaaappppaaaaaapppappppppaaaaaaaaaapppappppaaaaapppppapaaaaaaaappppapppaaaaappppaaaaaappppppppppppaaaaaaaapppaapppaaaaappppppppppaaaaappppappapaaaapppapaaaaappppppppppppppaaaaaapppapppppaaaapppppppppapaaaappppapppppppapppappaaaappppppppppppaapaaaaapppppppaaaaaapppppppppapaaaappppppppppaaapppppapppappppppppppppaappaaaapppppppppppaapppppppppappaaapppppppppppaappppppappappppppppppppaappppaappppppppppapppppppppppppapaapppppppppppappppppppppappppppppppppaappaappppppppppppapapppppppppppappppppppppppppppppppppaapp
5,39,63,16,10,9,9,19,16,5,6,5,6,9,9,15,15,21,26,31,34,40,45,51,55,paaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaappaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaappaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaappaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaapappaaaaaaaaaaaappaaaaaaaaaapaaaaaapaaaaaaaaapppaaaaaaaaaaaaaaaaappaaaaaaaaaaaappppaaaaaapppaaaaaapaaaaaaaappapppaaaaaaaaaaaaapaapaaaaaaaaaaaappaaaaaaaapppaaaaaapaaaaaaaappppaapaaaaaaaaaaaapapppaaaaaaaaaaappaapaaaaapppaaaaaapappaaaaappaappapaaaaaaaaaaappppapppaaaaaaaapppappaaaapppaaaaaapapaaaaaappappppapppaaaaaaaappppaapappaaaaaapppapapppappppaaaaapppaaaaaappppppppaaappaaaaaapppppppaaaaaaaaapppapppaaappppaaaaapppaaaaaappppppppppapapaaaaappppaapppappaaaapppapppppapppaaaaaapppapaaaappppppppppapppaaaaappppppppappppaaapppppaaapppppppaaaapppaaaaaappppppppppapppppaaappppppppapppppppppppppappappppappaapppppppaapppppppppppppppppaappppppppppppaaapppppppappappppaaapppppppapppppppppppppapppppapppppppppppppppppp
5,40,60,16,8,10,14,16,12,5,5,6,7,8,7,14,15,22,24,25,29,39,42,50,54,paaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaappaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaappaaaaaapaaaaaaaaappaaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaappaaaaaaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaapapaaaaapaaaaaaaaapppaaaaaaaaaaappppaaaaaaaaaaaapppapaaaaaaapappaaaapapaaaaaaappaaaaaaaaaaaapppapaaaaaaaaaaapppapaaaaaaapppaaaaappapaaaaaapppppaaaaaaaaapppappaaaaaaaaaapppapppaaaaapppapaaapppppaaaaappppapaaaaaaaappppaapaaaaaaaaapppapapaaaaapppapaaappppaaaaaappppaapaaaaaaappppppapaaaaaaaapppapapaaaaapppappaapppppaaaaapppppaapaaaaaapppppaaapaaaaaaapppapapppaaapppapppapppppppaaapppppapppaaaaapppppppapppaaaaapppppapappaapppappppppppppaaaappppppapappaaapppppppppppppaaapppapapappaapppppppappppppppaappppppapppappappppppppppppppaappppppppppaapppppppppppppppappppppppppapapapppppppppppppaapppppppppppppp
5,41,60,16,10,12,11,11,16,5,6,5,9,10,11,15,19,23,26,38,43,44,49,55,54,paaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaappaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaapapaaaaaaaaaapaaaaaaaaaappaaaaaaaapapaaaaaaaaaaaaapaaaaaaaaapapaaaaaaaaappapaaaaaaaapaaaaaaaaaapppaaaaaaaaaaaapppaaaaaaapapaaaaaaaaaapapaaaaaaaapppaaaaaaaaaapaaaaaaaaaaaapaapaaaaaapapaaaaaaaaappppaaaaaaaappaaaaaaaapppppaaaaaaaaaaappapaaaaaapppaaaaaaaaapaappaaaaaapppppaaaaaapppppaaaaaaaaaaapaapaaaaaapappaaaaaaaappapappaaaappppppaaaaapppppppaaaaaaaaappppaaaaaapppapaaaaaaappappapaaaapppppapaaaapppppappaaaaaaaappppppaaaapppapppaaaaappappappaaapppppppppaapppppppppppaaaaapppppappaapappppppaaaappppppppaaapppppppppaapppppappapppppaappppppapaapppppapppaaapppppapppaapppppppappppppppappappppaaappppppappappppppppapaapppppappaaapppppppppappppppppppppppppappppppppappppppppppppppppppppppaapppppppppapppppppppppppppappppppppppappppppppppaappppppppapppppppppppappppppppppppppppa
5,42,59,16,13,12,7,14,13,5,5,6,6,8,13,20,16,27,28,36,40,42,44,53,55,paaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaapapaaaappaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapppaaaaaaaaapapaaaappppaaaaaaaaaaapppaaaaaaaaappppaaaaaaaaappapaaaaaaaapppppaapppapaaaaaaaaapaaapppaaaaaapppppaaaaaaaappaappaaaaaappaaaaapapaaaaaaaaaaapaaapapaaaaaapppppppaaaaaapppaaapaaaaapppappapppaappaaaaaaapaapppppaaaaappppppappaaaapppppaaaaaaapppppaappppaaaaaaaaaappappapapaaaappppppapppaaapppppaapaaaapppppaapppppppaaaaaaapppppppaappaapppppppaaapaappppppaapaaappppppappppppappaaaaapppppppppppaappppppppaaaaapppppppppaaappppppppppppppapaaaaappappppppppaappppppppappaapppppppppaaappppppappppppppapaaaappappppppppaappppppppppppppppppppppaaappppppapppppppppppppappppppppppppappppppppppppappppppppppppppppppappppppppppapapppppppppppppp
5,43,73,16,13,17,20,12,11,5,6,7,7,9,10,16,23,28,31,40,40,51,53,61,68,paaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaapapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapppaaaaaaaaapaaapaaaaaappaaaaaaaaaaaappaaaaaaaaaaaaaapaapapaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaapppaaaaaaaaaaapappaaaaaaaaaaaaaapapapaaaaaaaaaaaaapppaaaaaaaaapapppaaaaaapppaaaaaaaaaaappapppaaaaaaaaaappppppapaaaaaaaaaaaapppppaaaaaaapaappaaaaaapppppaaaaaaaaapppaaapppaaaaaaapapppapppppaaaaaaaaapppaaaaaaaaapaappppaaaapppaaaaaaaaaaappppaaapapppaaaappppppappaappaaaaaaappppapaaaaaapappppaaaaapppapaaaaaaaaappppapppaappaaaappppppppppppapppaaaappppaapaaaaapappppppaaapppppppaaaaaaappppappppaaapaaappppppppapapapapaaaappppaaapaaaappppppapaaapppppappaaaaaappppapppppppppaappppppppppappaappaaapppppappaaaappppppppppapppppappaaaaaappppapppppppppaappppppppppapppapappapppppppppaaappppppppaaappppppppppppaappppappppppppppappppppppppppppapaaappppppppppaaapppppppppapppppppppaapppapppppppppppppppppppppppppppppppppaapppppppppppppppppppppppp
